# Flight Log 
# 25 08 17 - 16:26:56
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
16:26:56	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
16:26:56	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
16:26:56	0.690981,0.813666,0.411380	0.762598,0.856849,0.684190	-0.088616,0.102986,10.272239	0.690981,0.813666,0.411380	3.82170081139
16:26:56	0.691014,0.813666,0.411347	0.762556,0.856902,0.684151	-0.091011,0.098196,10.286609	0.691014,0.813666,0.411347	3.82170081139
16:26:56	0.691008,0.813672,0.411359	0.762601,0.856847,0.684178	-0.091011,0.105381,10.277029	0.691008,0.813672,0.411359	3.82170081139
16:26:56	0.690977,0.813673,0.411377	0.762613,0.856843,0.684180	-0.088616,0.105381,10.277029	0.690977,0.813673,0.411377	3.82170081139
16:26:56	0.691002,0.813665,0.411359	0.762600,0.856859,0.684186	-0.093406,0.102986,10.284214	0.691002,0.813665,0.411359	3.82170081139
16:26:57	0.691269,0.813711,0.410949	0.762596,0.856842,0.684185	-0.091011,0.100591,10.277029	0.691269,0.813711,0.410949	3.82170081139
16:26:57	0.691004,0.813663,0.411366	0.762610,0.856846,0.684170	-0.086221,0.098196,10.272239	0.691004,0.813663,0.411366	3.82170081139
16:26:57	0.691008,0.813661,0.411356	0.762598,0.856846,0.684194	-0.093406,0.100591,10.281819	0.691008,0.813661,0.411356	3.82170081139
16:26:57	0.691007,0.813662,0.411358	0.762597,0.856856,0.684184	-0.091011,0.095801,10.265054	0.691007,0.813662,0.411358	3.82170081139
16:26:57	0.690995,0.813665,0.411341	0.762611,0.856852,0.684180	-0.088616,0.093406,10.274634	0.690995,0.813665,0.411341	3.82170081139
16:26:57	0.691017,0.813668,0.411338	0.762607,0.856849,0.684195	-0.093406,0.102986,10.284214	0.691017,0.813668,0.411338	3.82170081139
16:26:57	0.690989,0.813675,0.411361	0.762614,0.856849,0.684179	-0.088616,0.098196,10.277029	0.690989,0.813675,0.411361	3.82170081139
16:26:57	0.691029,0.813665,0.411344	0.762795,0.856871,0.683869	-0.093406,0.095801,10.286609	0.691029,0.813665,0.411344	3.82170081139
16:26:57	0.690923,0.813735,0.411355	0.762612,0.856839,0.684176	-0.091011,0.095801,10.274634	0.690923,0.813735,0.411355	3.82170081139
16:26:57	0.690988,0.813668,0.411361	0.762596,0.856857,0.684196	-0.091011,0.100591,10.269844	0.690988,0.813668,0.411361	3.82170081139
16:26:58	0.691281,0.813704,0.410937	0.762548,0.856897,0.684173	-0.086221,0.105381,10.277029	0.691281,0.813704,0.410937	3.82170081139
16:26:58	0.691002,0.813667,0.411360	0.675834,0.805155,0.729476	-0.088616,0.095801,10.281819	0.691002,0.813667,0.411360	3.82170081139
16:26:58	0.691019,0.813664,0.411346	0.677236,0.881323,0.700040	-0.093406,0.098196,10.289004	0.691019,0.813664,0.411346	3.82170081139
16:26:58	0.690987,0.813670,0.411371	0.712229,0.907157,0.667557	-0.088616,0.093406,10.279424	0.690987,0.813670,0.411371	3.82170081139
16:26:58	0.690920,0.813735,0.411354	0.768693,0.896144,0.637277	-0.093406,0.095801,10.269844	0.690920,0.813735,0.411354	3.82170081139
16:26:58	0.690969,0.813679,0.411389	0.780447,0.907052,0.599824	-0.086221,0.093406,10.260264	0.690969,0.813679,0.411389	3.82170081139
16:26:58	0.690991,0.813668,0.411371	0.806612,0.891516,0.568490	-0.093406,0.095801,10.260264	0.690991,0.813668,0.411371	3.82170081139
