# Flight Log 
# 25 08 17 - 19:31:26
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
19:31:26	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
19:31:26	0.952644,4.184422,0.392349	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:26	0.952644,4.184422,0.392349	1.006684,3.992789,0.430098	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:26	0.952644,4.184422,0.392349	1.006772,3.992832,0.430470	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:26	0.952644,4.184422,0.392349	1.006772,3.992832,0.430470	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:26	0.952644,4.184422,0.392349	1.007718,3.992986,0.428062	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:27	0.952644,4.184422,0.392349	1.006664,3.992793,0.430295	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:27	0.952644,4.184422,0.392349	1.006740,3.992822,0.430452	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:27	0.952644,4.184422,0.392349	1.006659,3.992785,0.430155	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:27	0.952644,4.184422,0.392349	1.006659,3.992785,0.430155	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:27	0.952644,4.184422,0.392349	1.006701,3.992794,0.430109	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:27	0.952644,4.184422,0.392349	1.006658,3.992784,0.430157	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:27	0.952644,4.184422,0.392349	1.006773,3.992825,0.430323	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:27	0.952644,4.184422,0.392349	1.007759,3.992997,0.428044	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:27	0.952644,4.184422,0.392349	1.007759,3.992997,0.428044	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:27	0.952644,4.184422,0.392349	1.007739,3.992995,0.428129	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:28	0.952644,4.184422,0.392349	1.006601,3.992739,0.429551	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:28	0.952644,4.184422,0.392349	1.007840,3.993057,0.428822	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:28	0.952644,4.184422,0.392349	1.007740,3.992987,0.427951	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:28	0.952644,4.184422,0.392349	1.006662,3.992780,0.430040	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:28	0.952644,4.184422,0.392349	1.006652,3.992782,0.430136	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
19:31:28	0.952644,4.184422,0.392349	1.006742,3.992819,0.430389	0.000000,0.000000,0.000000	0.952644,4.184422,0.392349	0
