# Flight Log 
# 25 08 17 - 19:32:23
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
19:32:23	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
19:32:23	1.031434,4.260887,0.391820	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:23	1.031434,4.260887,0.391820	1.228433,4.293108,0.416591	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:24	1.031434,4.260887,0.391820	1.228456,4.292935,0.416746	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:24	1.031434,4.260887,0.391820	1.228433,4.293120,0.416531	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:24	1.031434,4.260887,0.391820	1.228433,4.293117,0.416544	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:24	1.031434,4.260887,0.391820	1.228437,4.293103,0.416485	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:24	1.031434,4.260887,0.391820	1.228425,4.293162,0.416554	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:24	1.031434,4.260887,0.391820	1.228433,4.293104,0.416603	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:24	1.031434,4.260887,0.391820	1.228456,4.292988,0.416470	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:24	1.031434,4.260887,0.391820	1.228424,4.293158,0.416623	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:24	1.031434,4.260887,0.391820	1.228460,4.292900,0.416794	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:24	1.031434,4.260887,0.391820	1.228426,4.293152,0.416587	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:25	1.031434,4.260887,0.391820	1.228427,4.293150,0.416565	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:25	1.031434,4.260887,0.391820	1.228460,4.292906,0.416761	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:25	1.031434,4.260887,0.391820	1.228433,4.293116,0.416539	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:25	1.031434,4.260887,0.391820	1.228435,4.293101,0.416559	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:25	1.031434,4.260887,0.391820	1.228430,4.293133,0.416545	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:25	1.031434,4.260887,0.391820	1.228427,4.293151,0.416562	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:25	1.031434,4.260887,0.391820	1.228591,4.292382,0.415263	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
19:32:25	1.031434,4.260887,0.391820	1.228540,4.292713,0.415195	0.000000,0.000000,0.000000	1.031434,4.260887,0.391820	0
