# Flight Log 
# 25 08 17 - 19:30:08
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
19:30:08	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
19:30:08	0.946982,4.183211,0.392743	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.946982,4.183211,0.392743	0
19:30:08	0.947088,4.183191,0.392687	0.983932,3.987502,0.429933	0.000000,0.000000,0.000000	0.947088,4.183191,0.392687	0
19:30:08	0.947079,4.183193,0.392689	0.984371,3.987590,0.429859	0.000000,0.000000,0.000000	0.947079,4.183193,0.392689	0
19:30:08	0.947125,4.183180,0.392627	0.984253,3.987535,0.429310	0.000000,0.000000,0.000000	0.947125,4.183180,0.392627	0
19:30:08	0.946981,4.183167,0.392692	0.984299,3.987520,0.429009	0.000000,0.000000,0.000000	0.946981,4.183167,0.392692	0
19:30:08	0.947152,4.183200,0.392580	0.983171,3.987358,0.429566	0.000000,0.000000,0.000000	0.947152,4.183200,0.392580	0
19:30:09	0.947195,4.183170,0.392628	0.984564,3.987607,0.429722	0.000000,0.000000,0.000000	0.947195,4.183170,0.392628	0
19:30:09	0.947150,4.183197,0.392611	0.983355,3.987350,0.429093	0.000000,0.000000,0.000000	0.947150,4.183197,0.392611	0
19:30:09	0.946967,4.183170,0.392688	0.984471,3.987587,0.429600	0.000000,0.000000,0.000000	0.946967,4.183170,0.392688	0
19:30:09	0.947129,4.183198,0.392616	0.983386,3.987357,0.428995	0.000000,0.000000,0.000000	0.947129,4.183198,0.392616	0
19:30:09	0.947143,4.183204,0.392614	0.983807,3.987402,0.429333	0.000000,0.000000,0.000000	0.947143,4.183204,0.392614	0
19:30:09	0.947173,4.183207,0.392585	0.984476,3.987539,0.428870	0.000000,0.000000,0.000000	0.947173,4.183207,0.392585	0
19:30:09	0.947122,4.183199,0.392643	0.983134,3.987335,0.429129	0.000000,0.000000,0.000000	0.947122,4.183199,0.392643	0
19:30:09	0.947132,4.183198,0.392608	0.984477,3.987588,0.429671	0.000000,0.000000,0.000000	0.947132,4.183198,0.392608	0
19:30:09	0.947089,4.183189,0.392663	0.983587,3.987365,0.428651	0.000000,0.000000,0.000000	0.947089,4.183189,0.392663	0
19:30:09	0.947152,4.183205,0.392599	0.984597,3.987615,0.429463	0.000000,0.000000,0.000000	0.947152,4.183205,0.392599	0
19:30:10	0.947001,4.183165,0.392664	0.983247,3.987358,0.429414	0.000000,0.000000,0.000000	0.947001,4.183165,0.392664	0
19:30:10	0.947145,4.183208,0.392611	0.983260,3.987346,0.429186	0.000000,0.000000,0.000000	0.947145,4.183208,0.392611	0
19:30:10	0.947131,4.183195,0.392631	0.984290,3.987540,0.429234	0.000000,0.000000,0.000000	0.947131,4.183195,0.392631	0
19:30:10	0.947007,4.183165,0.392657	0.983420,3.987354,0.428869	0.000000,0.000000,0.000000	0.947007,4.183165,0.392657	0
19:30:10	0.947129,4.183166,0.392629	0.984312,3.987494,0.428754	0.000000,0.000000,0.000000	0.947129,4.183166,0.392629	0
19:30:10	0.947095,4.183170,0.392707	0.982734,3.987326,0.431452	0.000000,0.000000,0.000000	0.947095,4.183170,0.392707	0
19:30:10	0.947198,4.183132,0.392658	0.983101,3.987314,0.430683	0.000000,0.000000,0.000000	0.947198,4.183132,0.392658	0
19:30:10	0.947027,4.183145,0.392697	0.983417,3.987328,0.429899	0.000000,0.000000,0.000000	0.947027,4.183145,0.392697	0
19:30:10	0.947216,4.183144,0.392568	0.983154,3.987323,0.429984	0.000000,0.000000,0.000000	0.947216,4.183144,0.392568	0
