# Flight Log 
# 25 08 17 - 16:15:34
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
16:15:34	0.672478,2.226594,0.327272	0.708994,2.090040,0.477173	0.000000,0.000000,0.000000	0.672478,2.226594,0.327272	0
16:15:34	0.672466,2.226595,0.327270	0.708994,2.090040,0.477173	0.000000,0.000000,0.000000	0.672466,2.226595,0.327270	0
16:15:34	0.672526,2.226638,0.327364	0.708995,2.090046,0.477172	0.000000,0.000000,0.000000	0.672526,2.226638,0.327364	0
16:15:35	0.672527,2.226642,0.327361	0.708932,2.090008,0.477110	0.000000,0.000000,0.000000	0.672527,2.226642,0.327361	0
16:15:35	0.672468,2.226592,0.327282	0.708945,2.090008,0.477107	0.000000,0.000000,0.000000	0.672468,2.226592,0.327282	0
16:15:35	0.672516,2.226645,0.327356	0.708945,2.090004,0.477107	0.000000,0.000000,0.000000	0.672516,2.226645,0.327356	0
16:15:35	0.672494,2.226549,0.327362	0.708938,2.090010,0.477105	0.000000,0.000000,0.000000	0.672494,2.226549,0.327362	0
16:15:35	0.672477,2.226598,0.327269	0.708996,2.090047,0.477174	0.000000,0.000000,0.000000	0.672477,2.226598,0.327269	0
16:15:35	0.672474,2.226593,0.327277	0.708943,2.089997,0.477104	0.000000,0.000000,0.000000	0.672474,2.226593,0.327277	0
16:15:35	0.672527,2.226641,0.327364	0.708948,2.090009,0.477096	0.000000,0.000000,0.000000	0.672527,2.226641,0.327364	0
16:15:35	0.672470,2.226595,0.327268	0.708946,2.090010,0.477104	0.000000,0.000000,0.000000	0.672470,2.226595,0.327268	0
16:15:35	0.672515,2.226650,0.327365	0.708992,2.090037,0.477168	0.000000,0.000000,0.000000	0.672515,2.226650,0.327365	0
16:15:35	0.672459,2.226603,0.327276	0.708947,2.090008,0.477118	0.000000,0.000000,0.000000	0.672459,2.226603,0.327276	0
16:15:36	0.672478,2.226588,0.327284	0.708936,2.090009,0.477104	0.000000,0.000000,0.000000	0.672478,2.226588,0.327284	0
16:15:36	0.672513,2.226645,0.327349	0.708948,2.090004,0.477096	0.000000,0.000000,0.000000	0.672513,2.226645,0.327349	0
16:15:36	0.672468,2.226605,0.327287	0.708941,2.090005,0.477101	0.000000,0.000000,0.000000	0.672468,2.226605,0.327287	0
16:15:36	0.672461,2.226589,0.327279	0.708944,2.090000,0.477095	0.000000,0.000000,0.000000	0.672461,2.226589,0.327279	0
16:15:36	0.672477,2.226601,0.327273	0.708987,2.090046,0.477176	0.000000,0.000000,0.000000	0.672477,2.226601,0.327273	0
16:15:36	0.672465,2.226604,0.327283	0.708941,2.090009,0.477097	0.000000,0.000000,0.000000	0.672465,2.226604,0.327283	0
16:15:36	0.672466,2.226598,0.327283	0.708990,2.090040,0.477174	0.000000,0.000000,0.000000	0.672466,2.226598,0.327283	0
16:15:36	0.672473,2.226599,0.327281	0.708935,2.090002,0.477092	0.000000,0.000000,0.000000	0.672473,2.226599,0.327281	0
16:15:36	0.672537,2.226647,0.327362	0.708937,2.090010,0.477106	0.000000,0.000000,0.000000	0.672537,2.226647,0.327362	0
16:15:36	0.672472,2.226601,0.327288	0.708942,2.090007,0.477095	0.000000,0.000000,0.000000	0.672472,2.226601,0.327288	0
16:15:37	0.672468,2.226593,0.327273	0.708946,2.090013,0.477102	0.000000,0.000000,0.000000	0.672468,2.226593,0.327273	0
16:15:37	0.672464,2.226602,0.327273	0.708947,2.090000,0.477107	0.000000,0.000000,0.000000	0.672464,2.226602,0.327273	0
16:15:37	0.672519,2.226641,0.327365	0.708948,2.090003,0.477106	0.000000,0.000000,0.000000	0.672519,2.226641,0.327365	0
16:15:37	0.672515,2.226639,0.327358	0.708944,2.090002,0.477099	0.000000,0.000000,0.000000	0.672515,2.226639,0.327358	0
16:15:37	0.672480,2.226599,0.327280	0.708940,2.090001,0.477107	0.000000,0.000000,0.000000	0.672480,2.226599,0.327280	0
16:15:37	0.672470,2.226602,0.327277	0.708995,2.090038,0.477174	0.000000,0.000000,0.000000	0.672470,2.226602,0.327277	0
16:15:37	0.672470,2.226595,0.327274	0.708917,2.089912,0.477115	0.000000,0.000000,0.000000	0.672470,2.226595,0.327274	0
16:15:37	0.672467,2.226598,0.327272	0.708944,2.089998,0.477111	0.000000,0.000000,0.000000	0.672467,2.226598,0.327272	0
16:15:37	0.672458,2.226599,0.327282	0.708991,2.090040,0.477164	0.000000,0.000000,0.000000	0.672458,2.226599,0.327282	0
16:15:37	0.672469,2.226600,0.327275	0.708947,2.090007,0.477094	0.000000,0.000000,0.000000	0.672469,2.226600,0.327275	0
16:15:38	0.672470,2.226601,0.327281	0.708947,2.090008,0.477091	0.000000,0.000000,0.000000	0.672470,2.226601,0.327281	0
16:15:38	0.672469,2.226596,0.327270	0.708944,2.090002,0.477111	0.000000,0.000000,0.000000	0.672469,2.226596,0.327270	0
16:15:38	0.672471,2.226603,0.327271	0.708942,2.090011,0.477106	0.000000,0.000000,0.000000	0.672471,2.226603,0.327271	0
16:15:38	0.672462,2.226601,0.327269	0.708946,2.090006,0.477101	0.000000,0.000000,0.000000	0.672462,2.226601,0.327269	0
16:15:38	0.672462,2.226596,0.327275	0.708945,2.090004,0.477109	0.000000,0.000000,0.000000	0.672462,2.226596,0.327275	0
16:15:38	0.672475,2.226596,0.327272	0.708989,2.090051,0.477179	0.000000,0.000000,0.000000	0.672475,2.226596,0.327272	0
16:15:38	0.672469,2.226598,0.327277	0.708944,2.090008,0.477103	0.000000,0.000000,0.000000	0.672469,2.226598,0.327277	0
16:15:38	0.672469,2.226600,0.327273	0.708916,2.089927,0.477107	0.000000,0.000000,0.000000	0.672469,2.226600,0.327273	0
16:15:38	0.672528,2.226637,0.327356	0.708935,2.089993,0.477107	0.000000,0.000000,0.000000	0.672528,2.226637,0.327356	0
16:15:38	0.672471,2.226594,0.327282	0.708947,2.090001,0.477100	0.000000,0.000000,0.000000	0.672471,2.226594,0.327282	0
16:15:39	0.672523,2.226649,0.327357	0.708947,2.090020,0.477112	0.000000,0.000000,0.000000	0.672523,2.226649,0.327357	0
16:15:39	0.672475,2.226597,0.327280	0.708950,2.090003,0.477102	0.000000,0.000000,0.000000	0.672475,2.226597,0.327280	0
16:15:39	0.672466,2.226598,0.327279	0.708941,2.090002,0.477098	0.000000,0.000000,0.000000	0.672466,2.226598,0.327279	0
16:15:39	0.672531,2.226633,0.327355	0.675555,2.066835,0.343557	0.000000,0.000000,0.000000	0.672531,2.226633,0.327355	0
16:15:39	0.672476,2.226609,0.327275	0.675545,2.066836,0.343572	0.000000,0.000000,0.000000	0.672476,2.226609,0.327275	0
16:15:39	0.672469,2.226594,0.327275	0.675552,2.066834,0.343560	0.000000,0.000000,0.000000	0.672469,2.226594,0.327275	0
16:15:39	0.672462,2.226588,0.327263	0.675553,2.066840,0.343565	0.000000,0.000000,0.000000	0.672462,2.226588,0.327263	0
16:15:39	0.672466,2.226595,0.327278	0.675556,2.066828,0.343565	0.000000,0.000000,0.000000	0.672466,2.226595,0.327278	0
16:15:39	0.672471,2.226599,0.327275	0.675607,2.066876,0.343632	0.000000,0.000000,0.000000	0.672471,2.226599,0.327275	0
16:15:39	0.672474,2.226598,0.327276	0.675558,2.066822,0.343565	0.000000,0.000000,0.000000	0.672474,2.226598,0.327276	0
16:15:40	0.672468,2.226599,0.327278	0.675545,2.066840,0.343556	0.000000,0.000000,0.000000	0.672468,2.226599,0.327278	0
16:15:40	0.672457,2.226601,0.327267	0.675553,2.066834,0.343557	0.000000,0.000000,0.000000	0.672457,2.226601,0.327267	0
16:15:40	0.672465,2.226591,0.327276	0.675552,2.066837,0.343562	0.000000,0.000000,0.000000	0.672465,2.226591,0.327276	0
16:15:40	0.672466,2.226610,0.327277	0.675556,2.066833,0.343567	0.000000,0.000000,0.000000	0.672466,2.226610,0.327277	0
16:15:40	0.672528,2.226638,0.327361	0.675547,2.066822,0.343556	0.000000,0.000000,0.000000	0.672528,2.226638,0.327361	0
16:15:40	0.672467,2.226593,0.327277	0.675558,2.066836,0.343555	0.000000,0.000000,0.000000	0.672467,2.226593,0.327277	0
16:15:40	0.672474,2.226598,0.327270	0.675599,2.066876,0.343633	0.000000,0.000000,0.000000	0.672474,2.226598,0.327270	0
16:15:40	0.672516,2.226640,0.327365	0.675549,2.066835,0.343573	0.000000,0.000000,0.000000	0.672516,2.226640,0.327365	0
16:15:40	0.672464,2.226600,0.327276	0.675556,2.066837,0.343568	0.000000,0.000000,0.000000	0.672464,2.226600,0.327276	0
16:15:40	0.672480,2.226597,0.327285	0.675555,2.066830,0.343561	0.000000,0.000000,0.000000	0.672480,2.226597,0.327285	0
16:15:41	0.672472,2.226601,0.327275	0.675554,2.066823,0.343564	0.000000,0.000000,0.000000	0.672472,2.226601,0.327275	0
16:15:41	0.672455,2.226592,0.327275	0.675549,2.066829,0.343562	0.000000,0.000000,0.000000	0.672455,2.226592,0.327275	0
16:15:41	0.672478,2.226590,0.327268	0.675551,2.066831,0.343568	0.000000,0.000000,0.000000	0.672478,2.226590,0.327268	0
16:15:41	0.672528,2.226640,0.327353	0.675589,2.066868,0.343635	0.000000,0.000000,0.000000	0.672528,2.226640,0.327353	0
16:15:41	0.672468,2.226596,0.327278	0.675562,2.066839,0.343570	0.000000,0.000000,0.000000	0.672468,2.226596,0.327278	0
16:15:41	0.672466,2.226611,0.327280	0.675561,2.066834,0.343562	0.000000,0.000000,0.000000	0.672466,2.226611,0.327280	0
16:15:41	0.672476,2.226602,0.327281	0.675602,2.066869,0.343626	0.000000,0.000000,0.000000	0.672476,2.226602,0.327281	0
16:15:41	0.672467,2.226603,0.327288	0.675553,2.066824,0.343561	0.000000,0.000000,0.000000	0.672467,2.226603,0.327288	0
16:15:41	0.672466,2.226591,0.327276	0.675551,2.066833,0.343554	0.000000,0.000000,0.000000	0.672466,2.226591,0.327276	0
16:15:41	0.672427,2.226509,0.327281	0.675559,2.066826,0.343564	0.000000,0.000000,0.000000	0.672427,2.226509,0.327281	0
16:15:42	0.672465,2.226610,0.327282	0.675559,2.066832,0.343567	0.000000,0.000000,0.000000	0.672465,2.226610,0.327282	0
16:15:42	0.672463,2.226605,0.327283	0.675554,2.066829,0.343570	0.000000,0.000000,0.000000	0.672463,2.226605,0.327283	0
16:15:42	0.672466,2.226605,0.327265	0.675528,2.066749,0.343557	0.000000,0.000000,0.000000	0.672466,2.226605,0.327265	0
16:15:42	0.672468,2.226600,0.327272	0.675597,2.066867,0.343631	0.000000,0.000000,0.000000	0.672468,2.226600,0.327272	0
16:15:42	0.672475,2.226597,0.327274	0.675548,2.066834,0.343567	0.000000,0.000000,0.000000	0.672475,2.226597,0.327274	0
16:15:42	0.672467,2.226605,0.327283	0.675557,2.066839,0.343560	0.000000,0.000000,0.000000	0.672467,2.226605,0.327283	0
16:15:42	0.672461,2.226605,0.327270	0.675549,2.066824,0.343561	0.000000,0.000000,0.000000	0.672461,2.226605,0.327270	0
16:15:42	0.672472,2.226600,0.327282	0.675556,2.066838,0.343570	0.000000,0.000000,0.000000	0.672472,2.226600,0.327282	0
16:15:42	0.672451,2.226591,0.327271	0.675555,2.066820,0.343551	0.000000,0.000000,0.000000	0.672451,2.226591,0.327271	0
16:15:42	0.672471,2.226591,0.327274	0.675557,2.066846,0.343560	0.000000,0.000000,0.000000	0.672471,2.226591,0.327274	0
16:15:43	0.672460,2.226590,0.327253	0.675555,2.066834,0.343556	0.000000,0.000000,0.000000	0.672460,2.226590,0.327253	0
16:15:43	0.672477,2.226611,0.327284	0.675616,2.066885,0.343637	0.000000,0.000000,0.000000	0.672477,2.226611,0.327284	0
16:15:43	0.672474,2.226598,0.327297	0.675557,2.066827,0.343560	0.000000,0.000000,0.000000	0.672474,2.226598,0.327297	0
16:15:43	0.672479,2.226592,0.327282	0.675545,2.066828,0.343551	0.000000,0.000000,0.000000	0.672479,2.226592,0.327282	0
16:15:43	0.672458,2.226590,0.327245	0.675550,2.066838,0.343551	0.000000,0.000000,0.000000	0.672458,2.226590,0.327245	0
16:15:43	0.672425,2.226512,0.327270	0.675603,2.066883,0.343655	0.000000,0.000000,0.000000	0.672425,2.226512,0.327270	0
16:15:43	0.672469,2.226598,0.327277	0.675591,2.066877,0.343633	0.000000,0.000000,0.000000	0.672469,2.226598,0.327277	0
16:15:43	0.672478,2.226611,0.327291	0.675558,2.066833,0.343553	0.000000,0.000000,0.000000	0.672478,2.226611,0.327291	0
16:15:43	0.672466,2.226601,0.327273	0.675592,2.066875,0.343612	0.000000,0.000000,0.000000	0.672466,2.226601,0.327273	0
16:15:43	0.672455,2.226586,0.327272	0.675537,2.066836,0.343560	0.000000,0.000000,0.000000	0.672455,2.226586,0.327272	0
16:15:44	0.672471,2.226591,0.327269	0.675552,2.066845,0.343557	0.000000,0.000000,0.000000	0.672471,2.226591,0.327269	0
16:15:44	0.672463,2.226608,0.327273	0.675551,2.066845,0.343566	0.000000,0.000000,0.000000	0.672463,2.226608,0.327273	0
16:15:44	0.672475,2.226603,0.327288	0.675606,2.066878,0.343635	0.000000,0.000000,0.000000	0.672475,2.226603,0.327288	0
16:15:44	0.672438,2.226498,0.327267	0.675544,2.066836,0.343550	0.000000,0.000000,0.000000	0.672438,2.226498,0.327267	0
16:15:44	0.672464,2.226591,0.327264	0.675538,2.066831,0.343551	0.000000,0.000000,0.000000	0.672464,2.226591,0.327264	0
16:15:44	0.672522,2.226636,0.327354	0.675525,2.066744,0.343563	0.000000,0.000000,0.000000	0.672522,2.226636,0.327354	0
16:15:44	0.672523,2.226639,0.327365	0.675536,2.066755,0.343560	0.000000,0.000000,0.000000	0.672523,2.226639,0.327365	0
16:15:44	0.672522,2.226642,0.327381	0.675543,2.066843,0.343566	0.000000,0.000000,0.000000	0.672522,2.226642,0.327381	0
16:15:44	0.672468,2.226591,0.327288	0.675593,2.066881,0.343623	0.000000,0.000000,0.000000	0.672468,2.226591,0.327288	0
16:15:44	0.672469,2.226593,0.327277	0.675541,2.066836,0.343550	0.000000,0.000000,0.000000	0.672469,2.226593,0.327277	0
16:15:45	0.672478,2.226585,0.327282	0.675600,2.066878,0.343636	0.000000,0.000000,0.000000	0.672478,2.226585,0.327282	0
16:15:45	0.672467,2.226586,0.327254	0.675558,2.066844,0.343567	0.000000,0.000000,0.000000	0.672467,2.226586,0.327254	0
