# Flight Log 
# 25 08 17 - 16:15:34
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
16:15:34	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
16:15:34	2.033700,3.844913,0.608785	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033700,3.844913,0.608785	0
16:15:34	2.033710,3.844914,0.608786	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033710,3.844914,0.608786	0
16:15:35	2.033696,3.844917,0.608783	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033696,3.844917,0.608783	0
16:15:35	2.033706,3.844917,0.608793	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033706,3.844917,0.608793	0
16:15:35	2.033695,3.844918,0.608792	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033695,3.844918,0.608792	0
16:15:35	2.033695,3.844917,0.608799	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033695,3.844917,0.608799	0
16:15:35	2.033699,3.844915,0.608788	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033699,3.844915,0.608788	0
16:15:35	2.033695,3.844910,0.608789	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033695,3.844910,0.608789	0
16:15:35	2.033695,3.844912,0.608793	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033695,3.844912,0.608793	0
16:15:35	2.033690,3.844915,0.608791	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033690,3.844915,0.608791	0
16:15:35	2.033700,3.844928,0.608796	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033700,3.844928,0.608796	0
16:15:35	2.033696,3.844926,0.608792	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033696,3.844926,0.608792	0
16:15:36	2.033695,3.844924,0.608797	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033695,3.844924,0.608797	0
16:15:36	2.033695,3.844916,0.608787	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033695,3.844916,0.608787	0
16:15:36	2.033696,3.844924,0.608797	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033696,3.844924,0.608797	0
16:15:36	2.033693,3.844904,0.608793	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033693,3.844904,0.608793	0
16:15:36	2.033693,3.844915,0.608789	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033693,3.844915,0.608789	0
16:15:36	2.033694,3.844918,0.608793	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033694,3.844918,0.608793	0
16:15:36	2.033689,3.844913,0.608800	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033689,3.844913,0.608800	0
16:15:36	2.033692,3.844915,0.608785	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033692,3.844915,0.608785	0
16:15:36	2.033703,3.844920,0.608790	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033703,3.844920,0.608790	0
16:15:36	2.033703,3.844912,0.608808	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033703,3.844912,0.608808	0
16:15:37	2.033697,3.844917,0.608795	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033697,3.844917,0.608795	0
16:15:37	2.033697,3.844910,0.608793	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033697,3.844910,0.608793	0
16:15:37	2.033697,3.844912,0.608785	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033697,3.844912,0.608785	0
16:15:37	2.033703,3.844913,0.608796	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033703,3.844913,0.608796	0
16:15:37	2.033689,3.844916,0.608799	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033689,3.844916,0.608799	0
16:15:37	2.033689,3.844916,0.608786	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033689,3.844916,0.608786	0
16:15:37	2.033696,3.844912,0.608789	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033696,3.844912,0.608789	0
