# Flight Log 
# 25 08 17 - 16:15:34
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
16:15:34	3.120413,1.570438,0.356155	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	3.120413,1.570438,0.356155	0
16:15:34	3.120429,1.570368,0.356211	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	3.120429,1.570368,0.356211	0
16:15:34	3.120417,1.570428,0.356244	2.972128,1.530483,0.446183	0.000000,0.000000,0.000000	3.120417,1.570428,0.356244	0
16:15:35	3.120403,1.570392,0.356194	2.972141,1.530462,0.446227	0.000000,0.000000,0.000000	3.120403,1.570392,0.356194	0
16:15:35	3.120435,1.570416,0.356234	2.972162,1.530479,0.446253	0.000000,0.000000,0.000000	3.120435,1.570416,0.356234	0
16:15:35	3.120426,1.570423,0.356224	2.972161,1.530527,0.446241	0.000000,0.000000,0.000000	3.120426,1.570423,0.356224	0
16:15:35	3.120401,1.570332,0.356184	2.972148,1.530448,0.446203	0.000000,0.000000,0.000000	3.120401,1.570332,0.356184	0
16:15:35	3.120425,1.570341,0.356166	2.972158,1.530489,0.446243	0.000000,0.000000,0.000000	3.120425,1.570341,0.356166	0
16:15:35	3.120426,1.570406,0.356214	2.972147,1.530448,0.446213	0.000000,0.000000,0.000000	3.120426,1.570406,0.356214	0
16:15:35	3.120411,1.570332,0.356178	2.972157,1.530508,0.446223	0.000000,0.000000,0.000000	3.120411,1.570332,0.356178	0
16:15:35	3.120409,1.570345,0.356167	2.972161,1.530530,0.446266	0.000000,0.000000,0.000000	3.120409,1.570345,0.356167	0
16:15:35	3.120402,1.570339,0.356179	2.972124,1.530478,0.446190	0.000000,0.000000,0.000000	3.120402,1.570339,0.356179	0
16:15:35	3.120417,1.570427,0.356236	2.972139,1.530469,0.446190	0.000000,0.000000,0.000000	3.120417,1.570427,0.356236	0
