# Flight Log 
# 25 08 17 - 16:14:36
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
16:14:36	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
16:14:36	3.120438,1.570352,0.356190	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	3.120438,1.570352,0.356190	0
16:14:36	3.120438,1.570354,0.356199	2.972143,1.530554,0.446228	0.000000,0.000000,0.000000	3.120438,1.570354,0.356199	0
16:14:36	3.120415,1.570427,0.356251	2.972148,1.530558,0.446208	0.000000,0.000000,0.000000	3.120415,1.570427,0.356251	0
16:14:36	3.120424,1.570401,0.356173	2.972154,1.530530,0.446249	0.000000,0.000000,0.000000	3.120424,1.570401,0.356173	0
16:14:36	3.120433,1.570384,0.356153	2.972155,1.530538,0.446244	0.000000,0.000000,0.000000	3.120433,1.570384,0.356153	0
16:14:37	3.120435,1.570365,0.356183	2.972175,1.530490,0.446232	0.000000,0.000000,0.000000	3.120435,1.570365,0.356183	0
16:14:37	3.120448,1.570363,0.356176	2.972169,1.530474,0.446243	0.000000,0.000000,0.000000	3.120448,1.570363,0.356176	0
16:14:37	3.120415,1.570416,0.356223	2.972152,1.530532,0.446253	0.000000,0.000000,0.000000	3.120415,1.570416,0.356223	0
16:14:37	3.120422,1.570428,0.356226	2.972159,1.530534,0.446250	0.000000,0.000000,0.000000	3.120422,1.570428,0.356226	0
16:14:37	3.120435,1.570365,0.356193	2.972173,1.530503,0.446194	0.000000,0.000000,0.000000	3.120435,1.570365,0.356193	0
16:14:37	3.120436,1.570359,0.356202	2.972163,1.530492,0.446200	0.000000,0.000000,0.000000	3.120436,1.570359,0.356202	0
16:14:37	3.120415,1.570409,0.356231	2.972179,1.530477,0.446221	0.000000,0.000000,0.000000	3.120415,1.570409,0.356231	0
16:14:37	3.120452,1.570368,0.356203	2.972145,1.530559,0.446225	0.000000,0.000000,0.000000	3.120452,1.570368,0.356203	0
16:14:37	3.120433,1.570365,0.356211	2.972153,1.530541,0.446247	0.000000,0.000000,0.000000	3.120433,1.570365,0.356211	0
16:14:37	3.120409,1.570442,0.356185	2.972162,1.530484,0.446231	0.000000,0.000000,0.000000	3.120409,1.570442,0.356185	0
16:14:38	3.120419,1.570385,0.356159	2.972166,1.530475,0.446236	0.000000,0.000000,0.000000	3.120419,1.570385,0.356159	0
16:14:38	3.120429,1.570363,0.356210	2.972159,1.530537,0.446255	0.000000,0.000000,0.000000	3.120429,1.570363,0.356210	0
16:14:38	3.120409,1.570430,0.356241	2.972155,1.530532,0.446262	0.000000,0.000000,0.000000	3.120409,1.570430,0.356241	0
16:14:38	3.120414,1.570433,0.356250	2.972169,1.530536,0.446237	0.000000,0.000000,0.000000	3.120414,1.570433,0.356250	0
16:14:38	3.120416,1.570415,0.356230	2.972175,1.530489,0.446223	0.000000,0.000000,0.000000	3.120416,1.570415,0.356230	0
16:14:38	3.120414,1.570429,0.356244	2.972156,1.530502,0.446200	0.000000,0.000000,0.000000	3.120414,1.570429,0.356244	0
16:14:38	3.120435,1.570358,0.356223	2.972201,1.530485,0.446268	0.000000,0.000000,0.000000	3.120435,1.570358,0.356223	0
16:14:38	3.120405,1.570446,0.356208	2.972156,1.530563,0.446205	0.000000,0.000000,0.000000	3.120405,1.570446,0.356208	0
16:14:38	3.120416,1.570389,0.356190	2.972149,1.530513,0.446179	0.000000,0.000000,0.000000	3.120416,1.570389,0.356190	0
16:14:38	3.120423,1.570369,0.356205	2.972170,1.530496,0.446238	0.000000,0.000000,0.000000	3.120423,1.570369,0.356205	0
16:14:39	3.120410,1.570421,0.356209	2.972160,1.530481,0.446258	0.000000,0.000000,0.000000	3.120410,1.570421,0.356209	0
16:14:39	3.120438,1.570362,0.356203	2.972142,1.530566,0.446230	0.000000,0.000000,0.000000	3.120438,1.570362,0.356203	0
16:14:39	3.120437,1.570368,0.356227	2.972172,1.530471,0.446218	0.000000,0.000000,0.000000	3.120437,1.570368,0.356227	0
16:14:39	3.120415,1.570434,0.356237	2.972151,1.530531,0.446253	0.000000,0.000000,0.000000	3.120415,1.570434,0.356237	0
16:14:39	3.120447,1.570351,0.356190	2.972162,1.530483,0.446252	0.000000,0.000000,0.000000	3.120447,1.570351,0.356190	0
16:14:39	3.120443,1.570402,0.356212	2.972156,1.530547,0.446275	0.000000,0.000000,0.000000	3.120443,1.570402,0.356212	0
16:14:39	3.120445,1.570365,0.356179	2.972141,1.530527,0.446263	0.000000,0.000000,0.000000	3.120445,1.570365,0.356179	0
16:14:39	3.120435,1.570398,0.356177	2.972175,1.530468,0.446225	0.000000,0.000000,0.000000	3.120435,1.570398,0.356177	0
16:14:39	3.120399,1.570403,0.356204	2.972155,1.530468,0.446239	0.000000,0.000000,0.000000	3.120399,1.570403,0.356204	0
16:14:39	3.120444,1.570354,0.356185	2.972143,1.530559,0.446229	0.000000,0.000000,0.000000	3.120444,1.570354,0.356185	0
16:14:40	3.120419,1.570405,0.356216	2.972171,1.530487,0.446243	0.000000,0.000000,0.000000	3.120419,1.570405,0.356216	0
16:14:40	3.120438,1.570386,0.356171	2.972177,1.530484,0.446230	0.000000,0.000000,0.000000	3.120438,1.570386,0.356171	0
16:14:40	3.120437,1.570423,0.356236	2.972161,1.530492,0.446198	0.000000,0.000000,0.000000	3.120437,1.570423,0.356236	0
16:14:40	3.120415,1.570329,0.356159	2.972149,1.530555,0.446221	0.000000,0.000000,0.000000	3.120415,1.570329,0.356159	0
16:14:40	3.120394,1.570448,0.356197	2.972174,1.530480,0.446236	0.000000,0.000000,0.000000	3.120394,1.570448,0.356197	0
16:14:40	3.120427,1.570409,0.356230	2.972148,1.530559,0.446209	0.000000,0.000000,0.000000	3.120427,1.570409,0.356230	0
16:14:40	3.120422,1.570419,0.356223	2.972159,1.530521,0.446213	0.000000,0.000000,0.000000	3.120422,1.570419,0.356223	0
16:14:40	3.120417,1.570371,0.356223	2.972154,1.530559,0.446217	0.000000,0.000000,0.000000	3.120417,1.570371,0.356223	0
16:14:40	3.120439,1.570367,0.356199	2.972171,1.530453,0.446187	0.000000,0.000000,0.000000	3.120439,1.570367,0.356199	0
16:14:40	3.120414,1.570436,0.356223	2.972137,1.530473,0.446169	0.000000,0.000000,0.000000	3.120414,1.570436,0.356223	0
16:14:41	3.120406,1.570457,0.356192	2.972162,1.530477,0.446224	0.000000,0.000000,0.000000	3.120406,1.570457,0.356192	0
16:14:41	3.120427,1.570371,0.356210	2.972175,1.530477,0.446235	0.000000,0.000000,0.000000	3.120427,1.570371,0.356210	0
16:14:41	3.120466,1.570359,0.356178	2.972156,1.530555,0.446216	0.000000,0.000000,0.000000	3.120466,1.570359,0.356178	0
16:14:41	3.120441,1.570367,0.356206	2.972165,1.530483,0.446251	0.000000,0.000000,0.000000	3.120441,1.570367,0.356206	0
16:14:41	3.120430,1.570379,0.356159	2.972143,1.530480,0.446180	0.000000,0.000000,0.000000	3.120430,1.570379,0.356159	0
16:14:41	3.120397,1.570445,0.356198	2.972157,1.530533,0.446261	0.000000,0.000000,0.000000	3.120397,1.570445,0.356198	0
16:14:41	3.120387,1.570391,0.356219	2.972144,1.530559,0.446209	0.000000,0.000000,0.000000	3.120387,1.570391,0.356219	0
16:14:41	3.120333,1.570472,0.356291	2.972202,1.530469,0.446189	0.000000,0.000000,0.000000	3.120333,1.570472,0.356291	0
16:14:41	3.120414,1.570396,0.356175	2.972168,1.530515,0.446189	0.000000,0.000000,0.000000	3.120414,1.570396,0.356175	0
16:14:41	3.120414,1.570372,0.356200	2.972147,1.530526,0.446271	0.000000,0.000000,0.000000	3.120414,1.570372,0.356200	0
16:14:42	3.120444,1.570355,0.356195	2.972138,1.530506,0.446237	0.000000,0.000000,0.000000	3.120444,1.570355,0.356195	0
16:14:42	3.120426,1.570368,0.356240	2.972164,1.530541,0.446232	0.000000,0.000000,0.000000	3.120426,1.570368,0.356240	0
16:14:42	3.120414,1.570456,0.356158	2.972165,1.530470,0.446238	0.000000,0.000000,0.000000	3.120414,1.570456,0.356158	0
16:14:42	3.120472,1.570361,0.356119	2.972200,1.530464,0.446251	0.000000,0.000000,0.000000	3.120472,1.570361,0.356119	0
16:14:42	3.120430,1.570390,0.356156	2.972161,1.530468,0.446268	0.000000,0.000000,0.000000	3.120430,1.570390,0.356156	0
16:14:42	3.120450,1.570367,0.356152	2.972126,1.530507,0.446280	0.000000,0.000000,0.000000	3.120450,1.570367,0.356152	0
16:14:42	3.120430,1.570447,0.356165	2.972161,1.530457,0.446257	0.000000,0.000000,0.000000	3.120430,1.570447,0.356165	0
16:14:42	3.120419,1.570458,0.356160	2.972074,1.530528,0.446334	0.000000,0.000000,0.000000	3.120419,1.570458,0.356160	0
16:14:42	3.120431,1.570429,0.356209	2.972165,1.530454,0.446266	0.000000,0.000000,0.000000	3.120431,1.570429,0.356209	0
16:14:42	3.120430,1.570361,0.356184	2.972174,1.530438,0.446228	0.000000,0.000000,0.000000	3.120430,1.570361,0.356184	0
16:14:43	3.120447,1.570353,0.356201	2.972144,1.530555,0.446231	0.000000,0.000000,0.000000	3.120447,1.570353,0.356201	0
16:14:43	3.120414,1.570387,0.356221	2.972180,1.530489,0.446144	0.000000,0.000000,0.000000	3.120414,1.570387,0.356221	0
16:14:43	3.120471,1.570363,0.356182	2.972152,1.530504,0.446205	0.000000,0.000000,0.000000	3.120471,1.570363,0.356182	0
16:14:43	3.120435,1.570359,0.356190	2.972158,1.530510,0.446218	0.000000,0.000000,0.000000	3.120435,1.570359,0.356190	0
16:14:43	3.120438,1.570407,0.356202	2.972147,1.530570,0.446236	0.000000,0.000000,0.000000	3.120438,1.570407,0.356202	0
16:14:43	3.120420,1.570418,0.356237	2.972169,1.530478,0.446217	0.000000,0.000000,0.000000	3.120420,1.570418,0.356237	0
16:14:43	3.120425,1.570408,0.356186	2.972156,1.530507,0.446188	0.000000,0.000000,0.000000	3.120425,1.570408,0.356186	0
16:14:43	3.120435,1.570366,0.356204	2.972160,1.530526,0.446264	0.000000,0.000000,0.000000	3.120435,1.570366,0.356204	0
16:14:43	3.120432,1.570365,0.356220	2.972163,1.530535,0.446260	0.000000,0.000000,0.000000	3.120432,1.570365,0.356220	0
16:14:43	3.120411,1.570382,0.356177	2.972170,1.530493,0.446232	0.000000,0.000000,0.000000	3.120411,1.570382,0.356177	0
16:14:44	3.120420,1.570413,0.356221	2.972166,1.530480,0.446228	0.000000,0.000000,0.000000	3.120420,1.570413,0.356221	0
16:14:44	3.120400,1.570412,0.356200	2.972138,1.530561,0.446228	0.000000,0.000000,0.000000	3.120400,1.570412,0.356200	0
16:14:44	3.120449,1.570368,0.356207	2.972185,1.530472,0.446236	0.000000,0.000000,0.000000	3.120449,1.570368,0.356207	0
16:14:44	3.120433,1.570367,0.356198	2.972135,1.530538,0.446279	0.000000,0.000000,0.000000	3.120433,1.570367,0.356198	0
16:14:44	3.120455,1.570355,0.356207	2.972147,1.530541,0.446256	0.000000,0.000000,0.000000	3.120455,1.570355,0.356207	0
16:14:44	3.120419,1.570409,0.356242	2.972173,1.530489,0.446225	0.000000,0.000000,0.000000	3.120419,1.570409,0.356242	0
16:14:44	3.120444,1.570356,0.356210	2.972171,1.530500,0.446241	0.000000,0.000000,0.000000	3.120444,1.570356,0.356210	0
16:14:44	3.120425,1.570392,0.356172	2.972134,1.530563,0.446235	0.000000,0.000000,0.000000	3.120425,1.570392,0.356172	0
16:14:44	3.120399,1.570457,0.356198	2.972159,1.530498,0.446191	0.000000,0.000000,0.000000	3.120399,1.570457,0.356198	0
16:14:44	3.120427,1.570399,0.356168	2.972160,1.530506,0.446192	0.000000,0.000000,0.000000	3.120427,1.570399,0.356168	0
16:14:45	3.120410,1.570457,0.356178	2.972181,1.530482,0.446244	0.000000,0.000000,0.000000	3.120410,1.570457,0.356178	0
16:14:45	3.120425,1.570399,0.356166	2.972145,1.530563,0.446226	0.000000,0.000000,0.000000	3.120425,1.570399,0.356166	0
16:14:45	3.120434,1.570360,0.356201	2.972180,1.530476,0.446238	0.000000,0.000000,0.000000	3.120434,1.570360,0.356201	0
16:14:45	3.120420,1.570401,0.356164	2.972166,1.530513,0.446194	0.000000,0.000000,0.000000	3.120420,1.570401,0.356164	0
16:14:45	3.120405,1.570429,0.356238	2.972147,1.530557,0.446218	0.000000,0.000000,0.000000	3.120405,1.570429,0.356238	0
16:14:45	3.120382,1.570437,0.356151	2.972187,1.530477,0.446240	0.000000,0.000000,0.000000	3.120382,1.570437,0.356151	0
16:14:45	3.120413,1.570408,0.356157	2.972167,1.530478,0.446253	0.000000,0.000000,0.000000	3.120413,1.570408,0.356157	0
16:14:45	3.120435,1.570377,0.356210	2.972145,1.530554,0.446215	0.000000,0.000000,0.000000	3.120435,1.570377,0.356210	0
16:14:45	3.120421,1.570433,0.356222	2.972143,1.530554,0.446220	0.000000,0.000000,0.000000	3.120421,1.570433,0.356222	0
16:14:45	3.120396,1.570449,0.356178	2.972155,1.530530,0.446272	0.000000,0.000000,0.000000	3.120396,1.570449,0.356178	0
16:14:46	3.120432,1.570367,0.356186	2.972167,1.530491,0.446227	0.000000,0.000000,0.000000	3.120432,1.570367,0.356186	0
16:14:46	3.120430,1.570392,0.356161	2.972156,1.530455,0.446173	0.000000,0.000000,0.000000	3.120430,1.570392,0.356161	0
