# Flight Log 
# 25 08 17 - 16:12:11
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
16:12:11	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
16:12:11	0.672472,2.226597,0.327278	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.672472,2.226597,0.327278	0
16:12:11	0.672478,2.226594,0.327274	0.708943,2.090000,0.477106	0.000000,0.000000,0.000000	0.672478,2.226594,0.327274	0
16:12:11	0.672520,2.226633,0.327370	0.675547,2.066838,0.343555	0.000000,0.000000,0.000000	0.672520,2.226633,0.327370	0
16:12:11	0.672522,2.226635,0.327368	0.675543,2.066844,0.343558	0.000000,0.000000,0.000000	0.672522,2.226635,0.327368	0
16:12:11	0.672458,2.226588,0.327281	0.675548,2.066832,0.343564	0.000000,0.000000,0.000000	0.672458,2.226588,0.327281	0
16:12:11	0.672511,2.226636,0.327359	0.675545,2.066845,0.343567	0.000000,0.000000,0.000000	0.672511,2.226636,0.327359	0
16:12:11	0.672526,2.226638,0.327363	0.675601,2.066878,0.343631	0.000000,0.000000,0.000000	0.672526,2.226638,0.327363	0
16:12:12	0.672467,2.226587,0.327281	0.675546,2.066836,0.343566	0.000000,0.000000,0.000000	0.672467,2.226587,0.327281	0
16:12:12	0.672464,2.226597,0.327272	0.675589,2.066884,0.343632	0.000000,0.000000,0.000000	0.672464,2.226597,0.327272	0
16:12:12	0.672515,2.226642,0.327363	0.675551,2.066833,0.343565	0.000000,0.000000,0.000000	0.672515,2.226642,0.327363	0
16:12:12	0.672479,2.226586,0.327275	0.675554,2.066835,0.343573	0.000000,0.000000,0.000000	0.672479,2.226586,0.327275	0
16:12:12	0.672483,2.226590,0.327270	0.675549,2.066839,0.343565	0.000000,0.000000,0.000000	0.672483,2.226590,0.327270	0
16:12:12	0.672468,2.226593,0.327278	0.675602,2.066870,0.343626	0.000000,0.000000,0.000000	0.672468,2.226593,0.327278	0
16:12:12	0.672471,2.226589,0.327285	0.675589,2.066877,0.343636	0.000000,0.000000,0.000000	0.672471,2.226589,0.327285	0
16:12:12	0.672464,2.226593,0.327277	0.675546,2.066826,0.343567	0.000000,0.000000,0.000000	0.672464,2.226593,0.327277	0
16:12:12	0.672463,2.226600,0.327276	0.675550,2.066835,0.343569	0.000000,0.000000,0.000000	0.672463,2.226600,0.327276	0
16:12:12	0.672460,2.226594,0.327278	0.675548,2.066832,0.343575	0.000000,0.000000,0.000000	0.672460,2.226594,0.327278	0
16:12:13	0.672511,2.226639,0.327372	0.675590,2.066864,0.343632	0.000000,0.000000,0.000000	0.672511,2.226639,0.327372	0
16:12:13	0.672464,2.226594,0.327277	0.675593,2.066886,0.343631	0.000000,0.000000,0.000000	0.672464,2.226594,0.327277	0
