# Flight Log 
# 25 08 17 - 17:13:57
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
17:13:57	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
17:13:57	3.120407,1.570414,0.356269	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	3.120418,1.570425,0.356303	0
17:13:57	3.120450,1.570368,0.356285	2.972180,1.530487,0.446284	0.000000,0.000000,0.000000	3.120450,1.570368,0.356285	0
17:13:57	3.120449,1.570372,0.356275	2.972181,1.530500,0.446291	0.000000,0.000000,0.000000	3.120449,1.570372,0.356275	0
17:13:57	3.120447,1.570365,0.356256	2.972179,1.530504,0.446285	0.000000,0.000000,0.000000	3.120447,1.570365,0.356256	0
17:13:57	3.120443,1.570373,0.356289	2.972161,1.530546,0.446312	0.000000,0.000000,0.000000	3.120443,1.570373,0.356289	0
17:13:57	3.120436,1.570428,0.356288	2.972182,1.530491,0.446290	0.000000,0.000000,0.000000	3.120436,1.570428,0.356288	0
17:13:57	3.120437,1.570420,0.356276	2.972182,1.530495,0.446289	0.000000,0.000000,0.000000	3.120437,1.570420,0.356276	0
17:13:57	3.120453,1.570365,0.356247	2.972163,1.530549,0.446315	0.000000,0.000000,0.000000	3.120453,1.570365,0.356247	0
17:13:57	3.120427,1.570348,0.356226	2.972188,1.530494,0.446296	0.000000,0.000000,0.000000	3.120427,1.570348,0.356226	0
17:13:57	3.120447,1.570377,0.356272	2.972160,1.530533,0.446313	0.000000,0.000000,0.000000	3.120447,1.570377,0.356272	0
17:13:58	3.120446,1.570378,0.356262	2.972173,1.530481,0.446295	0.000000,0.000000,0.000000	3.120446,1.570378,0.356262	0
17:13:58	3.120435,1.570418,0.356280	2.972175,1.530479,0.446298	0.000000,0.000000,0.000000	3.120435,1.570418,0.356280	0
17:13:58	3.120423,1.570432,0.356299	2.972189,1.530483,0.446286	0.000000,0.000000,0.000000	3.120423,1.570432,0.356299	0
17:13:58	3.120449,1.570369,0.356285	2.972200,1.530482,0.446287	0.000000,0.000000,0.000000	3.120449,1.570369,0.356285	0
17:13:58	3.120437,1.570341,0.356237	2.972184,1.530488,0.446289	0.000000,0.000000,0.000000	3.120437,1.570341,0.356237	0
17:13:58	3.120450,1.570366,0.356267	2.972185,1.530481,0.446274	0.000000,0.000000,0.000000	3.120450,1.570366,0.356267	0
17:13:58	3.120449,1.570374,0.356267	2.972174,1.530499,0.446290	0.000000,0.000000,0.000000	3.120449,1.570374,0.356267	0
17:13:58	3.120449,1.570373,0.356284	2.972180,1.530546,0.446308	0.000000,0.000000,0.000000	3.120449,1.570373,0.356284	0
17:13:58	3.120429,1.570422,0.356300	2.972183,1.530494,0.446293	0.000000,0.000000,0.000000	3.120429,1.570422,0.356300	0
17:13:58	3.120448,1.570368,0.356253	2.972169,1.530498,0.446288	0.000000,0.000000,0.000000	3.120448,1.570368,0.356253	0
17:13:59	3.120414,1.570429,0.356291	2.972170,1.530497,0.446287	0.000000,0.000000,0.000000	3.120414,1.570429,0.356291	0
17:13:59	3.120439,1.570380,0.356271	2.972158,1.530550,0.446306	0.000000,0.000000,0.000000	3.120439,1.570380,0.356271	0
17:13:59	3.120436,1.570418,0.356290	2.972178,1.530479,0.446291	0.000000,0.000000,0.000000	3.120436,1.570418,0.356290	0
17:13:59	3.120453,1.570372,0.356265	2.972170,1.530489,0.446284	0.000000,0.000000,0.000000	3.120453,1.570372,0.356265	0
17:13:59	3.120448,1.570363,0.356259	2.972160,1.530529,0.446272	0.000000,0.000000,0.000000	3.120448,1.570363,0.356259	0
17:13:59	3.120421,1.570349,0.356250	2.972186,1.530481,0.446272	0.000000,0.000000,0.000000	3.120421,1.570349,0.356250	0
17:13:59	3.120434,1.570412,0.356287	2.972178,1.530487,0.446280	0.000000,0.000000,0.000000	3.120434,1.570412,0.356287	0
17:13:59	3.120452,1.570359,0.356263	2.972154,1.530538,0.446321	0.000000,0.000000,0.000000	3.120452,1.570359,0.356263	0
17:13:59	3.120427,1.570435,0.356277	2.972170,1.530499,0.446303	0.000000,0.000000,0.000000	3.120427,1.570435,0.356277	0
17:13:59	3.120414,1.570419,0.356294	2.972170,1.530495,0.446294	0.000000,0.000000,0.000000	3.120414,1.570419,0.356294	0
17:14:00	3.120430,1.570430,0.356284	2.972185,1.530488,0.446293	0.000000,0.000000,0.000000	3.120430,1.570430,0.356284	0
17:14:00	3.120443,1.570370,0.356273	2.972173,1.530484,0.446296	0.000000,0.000000,0.000000	3.120443,1.570370,0.356273	0
17:14:00	3.120430,1.570423,0.356273	2.972159,1.530535,0.446306	0.000000,0.000000,0.000000	3.120430,1.570423,0.356273	0
17:14:00	3.120438,1.570384,0.356277	2.972153,1.530455,0.446273	0.000000,0.000000,0.000000	3.120438,1.570384,0.356277	0
17:14:00	3.120439,1.570380,0.356267	2.972170,1.530536,0.446310	0.000000,0.000000,0.000000	3.120439,1.570380,0.356267	0
17:14:00	3.120420,1.570441,0.356307	2.972184,1.530486,0.446280	0.000000,0.000000,0.000000	3.120420,1.570441,0.356307	0
17:14:00	3.120428,1.570423,0.356289	2.972166,1.530542,0.446307	0.000000,0.000000,0.000000	3.120428,1.570423,0.356289	0
17:14:00	3.120415,1.570420,0.356288	2.972163,1.530545,0.446311	0.000000,0.000000,0.000000	3.120415,1.570420,0.356288	0
17:14:00	3.120446,1.570368,0.356276	2.972172,1.530538,0.446309	0.000000,0.000000,0.000000	3.120446,1.570368,0.356276	0
17:14:00	3.120428,1.570445,0.356289	2.972155,1.530534,0.446308	0.000000,0.000000,0.000000	3.120428,1.570445,0.356289	0
17:14:01	3.120428,1.570427,0.356291	2.972182,1.530481,0.446292	0.000000,0.000000,0.000000	3.120428,1.570427,0.356291	0
17:14:01	3.120439,1.570370,0.356276	2.972155,1.530536,0.446315	0.000000,0.000000,0.000000	3.120439,1.570370,0.356276	0
17:14:01	3.120427,1.570424,0.356294	2.972186,1.530492,0.446292	0.000000,0.000000,0.000000	3.120427,1.570424,0.356294	0
17:14:01	3.120447,1.570362,0.356263	2.972152,1.530541,0.446308	0.000000,0.000000,0.000000	3.120447,1.570362,0.356263	0
17:14:01	3.120445,1.570367,0.356262	2.972187,1.530476,0.446296	0.000000,0.000000,0.000000	3.120445,1.570367,0.356262	0
17:14:01	3.120437,1.570363,0.356273	2.972173,1.530487,0.446276	0.000000,0.000000,0.000000	3.120437,1.570363,0.356273	0
17:14:01	3.120447,1.570374,0.356262	2.972182,1.530482,0.446287	0.000000,0.000000,0.000000	3.120447,1.570374,0.356262	0
17:14:01	3.120448,1.570360,0.356260	2.972181,1.530495,0.446295	0.000000,0.000000,0.000000	3.120448,1.570360,0.356260	0
17:14:01	3.120449,1.570371,0.356263	2.972166,1.530537,0.446308	0.000000,0.000000,0.000000	3.120449,1.570371,0.356263	0
17:14:01	3.120446,1.570373,0.356266	2.972175,1.530485,0.446289	0.000000,0.000000,0.000000	3.120446,1.570373,0.356266	0
17:14:02	3.120439,1.570425,0.356281	2.972160,1.530541,0.446298	0.000000,0.000000,0.000000	3.120439,1.570425,0.356281	0
17:14:02	3.120458,1.570361,0.356257	2.972183,1.530488,0.446275	0.000000,0.000000,0.000000	3.120458,1.570361,0.356257	0
