# Flight Log 
# 25 08 17 - 19:32:23
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
19:32:23	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
19:32:23	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
19:32:23	0.682662,0.838121,0.409949	0.763731,0.937129,0.378095	-0.088616,0.117356,10.329719	0.682662,0.838121,0.409949	3.8850440979
19:32:24	0.682673,0.838125,0.409941	0.763724,0.937124,0.378134	-0.083826,0.117356,10.310559	0.682673,0.838125,0.409941	3.8850440979
19:32:24	0.682606,0.838142,0.409943	0.763769,0.937121,0.378140	-0.083826,0.119751,10.322534	0.682606,0.838142,0.409943	3.89032268524
19:32:24	0.682622,0.838135,0.409930	0.763758,0.937137,0.378051	-0.088616,0.114961,10.303374	0.682622,0.838135,0.409930	3.8850440979
19:32:24	0.682653,0.838142,0.409910	0.763727,0.937127,0.378081	-0.091011,0.117356,10.312954	0.682653,0.838142,0.409910	3.8850440979
19:32:24	0.682636,0.838109,0.409958	0.763737,0.937113,0.378190	-0.091011,0.122146,10.320139	0.682636,0.838109,0.409958	3.89032268524
19:32:24	0.682656,0.838135,0.409921	0.763730,0.937122,0.378112	-0.091011,0.112566,10.315349	0.682656,0.838135,0.409921	3.89032268524
19:32:24	0.682616,0.838136,0.409932	0.763728,0.937124,0.378094	-0.083826,0.114961,10.317744	0.682616,0.838136,0.409932	3.89032268524
19:32:24	0.682607,0.838144,0.409951	0.763767,0.937118,0.378154	-0.086221,0.117356,10.305769	0.682607,0.838144,0.409951	3.89032268524
19:32:24	0.682635,0.838121,0.409955	0.763759,0.937127,0.378051	-0.086221,0.117356,10.312954	0.682635,0.838121,0.409955	3.8850440979
19:32:24	0.682614,0.838114,0.409983	0.763741,0.937123,0.378058	-0.091011,0.112566,10.310559	0.682614,0.838114,0.409983	3.89032268524
