# Flight Log 
# 25 08 17 - 16:14:36
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
16:14:36	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
16:14:36	0.700434,0.826262,0.409498	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.700434,0.826262,0.409498	0
16:14:36	0.700409,0.826281,0.409461	0.770500,0.866821,0.685497	0.000000,0.000000,0.000000	0.700409,0.826281,0.409461	0
16:14:36	0.700480,0.826248,0.409511	0.770460,0.866828,0.685507	0.000000,0.000000,0.000000	0.700480,0.826248,0.409511	0
16:14:36	0.700496,0.826237,0.409487	0.770469,0.866852,0.685523	0.000000,0.000000,0.000000	0.700496,0.826237,0.409487	0
16:14:36	0.700450,0.826271,0.409513	0.770462,0.866859,0.685549	0.000000,0.000000,0.000000	0.700450,0.826271,0.409513	0
16:14:37	0.700441,0.826221,0.409396	0.770419,0.866902,0.685537	0.000000,0.000000,0.000000	0.700441,0.826221,0.409396	0
16:14:37	0.700495,0.826228,0.409459	0.770488,0.866875,0.685554	0.000000,0.000000,0.000000	0.700495,0.826228,0.409459	0
16:14:37	0.700367,0.826329,0.409520	0.770459,0.866827,0.685503	0.000000,0.000000,0.000000	0.700367,0.826329,0.409520	0
16:14:37	0.700487,0.826233,0.409478	0.770473,0.866848,0.685521	0.000000,0.000000,0.000000	0.700487,0.826233,0.409478	0
16:14:37	0.700478,0.826237,0.409477	0.770452,0.866877,0.685486	0.000000,0.000000,0.000000	0.700478,0.826237,0.409477	0
16:14:37	0.700512,0.826184,0.409412	0.770487,0.866818,0.685490	0.000000,0.000000,0.000000	0.700512,0.826184,0.409412	0
16:14:37	0.700495,0.826223,0.409467	0.770472,0.866822,0.685486	0.000000,0.000000,0.000000	0.700495,0.826223,0.409467	0
16:14:37	0.700426,0.826280,0.409460	0.770484,0.866824,0.685496	0.000000,0.000000,0.000000	0.700426,0.826280,0.409460	0
16:14:37	0.700468,0.826212,0.409459	0.770351,0.866840,0.685615	0.000000,0.000000,0.000000	0.700468,0.826212,0.409459	0
16:14:37	0.700509,0.826231,0.409456	0.770469,0.866848,0.685545	0.000000,0.000000,0.000000	0.700509,0.826231,0.409456	0
16:14:38	0.700403,0.826306,0.409470	0.770456,0.866841,0.685533	0.000000,0.000000,0.000000	0.700403,0.826306,0.409470	0
16:14:38	0.700483,0.826233,0.409485	0.770472,0.866862,0.685545	0.000000,0.000000,0.000000	0.700483,0.826233,0.409485	0
16:14:38	0.700470,0.826250,0.409485	0.770474,0.866849,0.685535	0.000000,0.000000,0.000000	0.700470,0.826250,0.409485	0
16:14:38	0.700477,0.826247,0.409496	0.770472,0.866817,0.685487	0.000000,0.000000,0.000000	0.700477,0.826247,0.409496	0
16:14:38	0.700480,0.826228,0.409478	0.770476,0.866840,0.685519	0.000000,0.000000,0.000000	0.700480,0.826228,0.409478	0
16:14:38	0.700465,0.826209,0.409470	0.770486,0.866856,0.685525	-0.098196,0.124541,10.305769	0.700465,0.826209,0.409470	0
16:14:38	0.700454,0.826266,0.409503	0.700035,0.986032,0.392026	-0.098196,0.124541,10.305769	0.700454,0.826266,0.409503	3.82697939873
16:14:38	0.700490,0.826244,0.409486	0.700264,0.986176,0.401365	-0.100591,0.119751,10.322534	0.700490,0.826244,0.409486	3.82697939873
16:14:38	0.700437,0.826243,0.409444	0.700252,0.986301,0.404197	-0.093406,0.126936,10.300979	0.700437,0.826243,0.409444	3.82697939873
16:14:38	0.700472,0.826194,0.409439	0.700286,0.986278,0.404196	-0.093406,0.119751,10.293794	0.700472,0.826194,0.409439	3.83225798607
16:14:39	0.700403,0.826243,0.409406	0.700297,0.986263,0.404199	-0.093406,0.126936,10.310559	0.700403,0.826243,0.409406	3.83225798607
16:14:39	0.700425,0.826280,0.409434	0.700327,0.986194,0.404198	-0.100591,0.124541,10.298584	0.700425,0.826280,0.409434	3.83225798607
16:14:39	0.700408,0.826295,0.409486	0.700294,0.986221,0.404166	-0.095801,0.119751,10.291399	0.700408,0.826295,0.409486	3.83225798607
16:14:39	0.700480,0.826198,0.409468	0.700291,0.986221,0.404208	-0.091011,0.122146,10.305769	0.700480,0.826198,0.409468	3.83225798607
