# Flight Log 
# 25 08 17 - 16:13:51
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
16:13:52	0.672473,2.226599,0.327260	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.672473,2.226599,0.327260	0
16:13:52	0.672467,2.226603,0.327264	0.708986,2.090046,0.477163	0.000000,0.000000,0.000000	0.672467,2.226603,0.327264	0
16:13:52	0.672469,2.226604,0.327261	0.708991,2.090041,0.477163	0.000000,0.000000,0.000000	0.672469,2.226604,0.327261	0
16:13:52	0.672524,2.226638,0.327366	0.708943,2.089996,0.477092	0.000000,0.000000,0.000000	0.672524,2.226638,0.327366	0
16:13:52	0.672476,2.226598,0.327273	0.708933,2.090006,0.477083	0.000000,0.000000,0.000000	0.672476,2.226598,0.327273	0
16:13:52	0.672476,2.226593,0.327263	0.708943,2.090010,0.477097	0.000000,0.000000,0.000000	0.672476,2.226593,0.327263	0
16:13:52	0.672457,2.226585,0.327256	0.708935,2.090014,0.477089	0.000000,0.000000,0.000000	0.672457,2.226585,0.327256	0
16:13:52	0.672488,2.226539,0.327345	0.708982,2.090047,0.477157	0.000000,0.000000,0.000000	0.672488,2.226539,0.327345	0
16:13:52	0.672517,2.226630,0.327341	0.708985,2.090037,0.477159	0.000000,0.000000,0.000000	0.672517,2.226630,0.327341	0
16:13:52	0.672523,2.226649,0.327350	0.708990,2.090031,0.477161	0.000000,0.000000,0.000000	0.672523,2.226649,0.327350	0
16:13:52	0.672518,2.226644,0.327353	0.708989,2.090046,0.477155	0.000000,0.000000,0.000000	0.672518,2.226644,0.327353	0
16:13:53	0.672521,2.226645,0.327343	0.708984,2.090042,0.477158	0.000000,0.000000,0.000000	0.672521,2.226645,0.327343	0
16:13:53	0.672525,2.226647,0.327345	0.708988,2.090046,0.477165	0.000000,0.000000,0.000000	0.672525,2.226647,0.327345	0
16:13:53	0.672455,2.226606,0.327261	0.708990,2.090044,0.477168	0.000000,0.000000,0.000000	0.672455,2.226606,0.327261	0
16:13:53	0.672521,2.226649,0.327346	0.708942,2.090006,0.477089	0.000000,0.000000,0.000000	0.672521,2.226649,0.327346	0
16:13:53	0.672513,2.226647,0.327342	0.708988,2.090040,0.477159	0.000000,0.000000,0.000000	0.672513,2.226647,0.327342	0
16:13:53	0.672524,2.226641,0.327347	0.708985,2.090040,0.477166	0.000000,0.000000,0.000000	0.672524,2.226641,0.327347	0
16:13:53	0.672518,2.226634,0.327349	0.708990,2.090044,0.477166	0.000000,0.000000,0.000000	0.672518,2.226634,0.327349	0
16:13:53	0.672521,2.226644,0.327353	0.708986,2.090041,0.477170	0.000000,0.000000,0.000000	0.672521,2.226644,0.327353	0
16:13:53	0.672490,2.226540,0.327338	0.708988,2.090043,0.477165	0.000000,0.000000,0.000000	0.672490,2.226540,0.327338	0
16:13:53	0.672467,2.226605,0.327265	0.708946,2.090003,0.477091	0.000000,0.000000,0.000000	0.672467,2.226605,0.327265	0
16:13:54	0.672470,2.226601,0.327280	0.708912,2.089917,0.477094	0.000000,0.000000,0.000000	0.672470,2.226601,0.327280	0
16:13:54	0.672519,2.226630,0.327354	0.708987,2.090047,0.477169	0.000000,0.000000,0.000000	0.672519,2.226630,0.327354	0
16:13:54	0.672518,2.226641,0.327334	0.675602,2.066881,0.343618	0.000000,0.000000,0.000000	0.672518,2.226641,0.327334	0
16:13:54	0.672527,2.226637,0.327336	0.675551,2.066833,0.343550	0.000000,0.000000,0.000000	0.672527,2.226637,0.327336	0
16:13:54	0.672524,2.226640,0.327346	0.675599,2.066872,0.343617	0.000000,0.000000,0.000000	0.672524,2.226640,0.327346	0
16:13:54	0.672525,2.226642,0.327352	0.675597,2.066877,0.343622	0.000000,0.000000,0.000000	0.672525,2.226642,0.327352	0
16:13:54	0.672461,2.226608,0.327268	0.675552,2.066829,0.343553	0.000000,0.000000,0.000000	0.672461,2.226608,0.327268	0
16:13:54	0.672462,2.226600,0.327260	0.675603,2.066875,0.343627	0.000000,0.000000,0.000000	0.672462,2.226600,0.327260	0
16:13:54	0.672514,2.226650,0.327353	0.675585,2.066882,0.343620	0.000000,0.000000,0.000000	0.672514,2.226650,0.327353	0
16:13:54	0.672521,2.226632,0.327345	0.675599,2.066879,0.343615	0.000000,0.000000,0.000000	0.672521,2.226632,0.327345	0
16:13:55	0.672471,2.226594,0.327265	0.675602,2.066867,0.343622	0.000000,0.000000,0.000000	0.672471,2.226594,0.327265	0
16:13:55	0.672514,2.226645,0.327345	0.675556,2.066829,0.343551	0.000000,0.000000,0.000000	0.672514,2.226645,0.327345	0
16:13:55	0.672524,2.226644,0.327344	0.675591,2.066875,0.343612	0.000000,0.000000,0.000000	0.672524,2.226644,0.327344	0
16:13:55	0.672471,2.226598,0.327264	0.675588,2.066887,0.343618	0.000000,0.000000,0.000000	0.672471,2.226598,0.327264	0
16:13:55	0.672519,2.226640,0.327350	0.675556,2.066842,0.343558	0.000000,0.000000,0.000000	0.672519,2.226640,0.327350	0
16:13:55	0.672469,2.226589,0.327256	0.675593,2.066876,0.343628	0.000000,0.000000,0.000000	0.672469,2.226589,0.327256	0
16:13:55	0.672520,2.226635,0.327348	0.675602,2.066878,0.343620	0.000000,0.000000,0.000000	0.672520,2.226635,0.327348	0
16:13:55	0.672479,2.226592,0.327268	0.675593,2.066890,0.343614	0.000000,0.000000,0.000000	0.672479,2.226592,0.327268	0
16:13:55	0.672531,2.226640,0.327358	0.675544,2.066846,0.343551	0.000000,0.000000,0.000000	0.672531,2.226640,0.327358	0
16:13:55	0.672458,2.226597,0.327260	0.675543,2.066851,0.343554	0.000000,0.000000,0.000000	0.672458,2.226597,0.327260	0
16:13:56	0.672471,2.226588,0.327260	0.675552,2.066848,0.343553	0.000000,0.000000,0.000000	0.672471,2.226588,0.327260	0
16:13:56	0.672525,2.226645,0.327343	0.675551,2.066834,0.343550	0.000000,0.000000,0.000000	0.672525,2.226645,0.327343	0
16:13:56	0.672470,2.226610,0.327265	0.675545,2.066845,0.343548	0.000000,0.000000,0.000000	0.672470,2.226610,0.327265	0
16:13:56	0.672472,2.226597,0.327249	0.675547,2.066831,0.343553	0.000000,0.000000,0.000000	0.672472,2.226597,0.327249	0
16:13:56	0.672464,2.226598,0.327256	0.675544,2.066844,0.343556	0.000000,0.000000,0.000000	0.672464,2.226598,0.327256	0
16:13:56	0.672518,2.226641,0.327343	0.675541,2.066844,0.343549	0.000000,0.000000,0.000000	0.672518,2.226641,0.327343	0
16:13:56	0.672467,2.226608,0.327265	0.675552,2.066841,0.343553	0.000000,0.000000,0.000000	0.672467,2.226608,0.327265	0
16:13:56	0.672466,2.226602,0.327253	0.675597,2.066879,0.343616	0.000000,0.000000,0.000000	0.672466,2.226602,0.327253	0
16:13:56	0.672462,2.226593,0.327259	0.675550,2.066834,0.343549	0.000000,0.000000,0.000000	0.672462,2.226593,0.327259	0
16:13:56	0.672518,2.226636,0.327332	0.675554,2.066839,0.343560	0.000000,0.000000,0.000000	0.672518,2.226636,0.327332	0
16:13:57	0.672464,2.226602,0.327261	0.675593,2.066882,0.343621	0.000000,0.000000,0.000000	0.672464,2.226602,0.327261	0
