# Flight Log 
# 25 08 17 - 14:27:45
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
14:27:45	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
14:27:45	0.672859,2.226881,0.327596	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.672859,2.226881,0.327596	0
14:27:45	0.672908,2.226892,0.327497	0.806509,2.246868,0.498975	0.000000,0.000000,0.000000	0.672908,2.226892,0.327497	0
14:27:45	0.672870,2.226886,0.327559	0.806469,2.246859,0.499056	0.000000,0.000000,0.000000	0.672870,2.226886,0.327559	0
14:27:45	0.672865,2.226873,0.327597	0.806472,2.246855,0.499019	0.000000,0.000000,0.000000	0.672865,2.226873,0.327597	0
14:27:45	0.672902,2.226883,0.327530	0.806504,2.246854,0.499011	0.000000,0.000000,0.000000	0.672902,2.226883,0.327530	0
14:27:45	0.672877,2.226885,0.327561	0.806464,2.246859,0.499050	0.000000,0.000000,0.000000	0.672877,2.226885,0.327561	0
14:27:45	0.672870,2.226887,0.327559	0.806464,2.246858,0.499058	0.000000,0.000000,0.000000	0.672870,2.226887,0.327559	0
14:27:45	0.672890,2.226890,0.327528	0.806514,2.246856,0.498972	0.000000,0.000000,0.000000	0.672890,2.226890,0.327528	0
14:27:45	0.672872,2.226876,0.327541	0.806516,2.246852,0.498964	0.000000,0.000000,0.000000	0.672872,2.226876,0.327541	0
14:27:46	0.672904,2.226895,0.327534	0.806512,2.246861,0.498993	0.000000,0.000000,0.000000	0.672904,2.226895,0.327534	0
14:27:46	0.672893,2.226903,0.327534	0.806505,2.246870,0.499010	0.000000,0.000000,0.000000	0.672893,2.226903,0.327534	0
14:27:46	0.672905,2.226897,0.327508	0.806472,2.246871,0.499056	0.000000,0.000000,0.000000	0.672905,2.226897,0.327508	0
14:27:46	0.672893,2.226884,0.327538	0.806507,2.246866,0.499014	0.000000,0.000000,0.000000	0.672893,2.226884,0.327538	0
14:27:46	0.672910,2.226883,0.327496	0.806512,2.246848,0.499009	0.000000,0.000000,0.000000	0.672910,2.226883,0.327496	0
14:27:46	0.672897,2.226893,0.327536	0.806508,2.246856,0.499002	0.000000,0.000000,0.000000	0.672897,2.226893,0.327536	0
14:27:46	0.672860,2.226883,0.327594	0.806471,2.246856,0.499050	0.000000,0.000000,0.000000	0.672860,2.226883,0.327594	0
14:27:46	0.672895,2.226898,0.327549	0.806476,2.246867,0.499025	0.000000,0.000000,0.000000	0.672895,2.226898,0.327549	0
14:27:46	0.672860,2.226883,0.327589	0.675935,2.067115,0.343738	0.000000,0.000000,0.000000	0.672860,2.226883,0.327589	0
14:27:46	0.672907,2.226895,0.327521	0.675906,2.067114,0.343803	0.000000,0.000000,0.000000	0.672907,2.226895,0.327521	0
14:27:47	0.672863,2.226877,0.327583	0.675948,2.067132,0.343727	0.000000,0.000000,0.000000	0.672863,2.226877,0.327583	0
14:27:47	0.672855,2.226895,0.327598	0.675903,2.067125,0.343805	0.000000,0.000000,0.000000	0.672855,2.226895,0.327598	0
14:27:47	0.672896,2.226899,0.327544	0.675911,2.067140,0.343788	0.000000,0.000000,0.000000	0.672896,2.226899,0.327544	0
14:27:47	0.672867,2.226890,0.327603	0.675916,2.067118,0.343786	0.000000,0.000000,0.000000	0.672867,2.226890,0.327603	0
14:27:47	0.672874,2.226892,0.327554	0.675940,2.067130,0.343739	0.000000,0.000000,0.000000	0.672874,2.226892,0.327554	0
14:27:47	0.672914,2.226891,0.327499	0.675927,2.067125,0.343758	0.000000,0.000000,0.000000	0.672914,2.226891,0.327499	0
14:27:47	0.672869,2.226890,0.327553	0.675895,2.067125,0.343813	0.000000,0.000000,0.000000	0.672869,2.226890,0.327553	0
14:27:47	0.672893,2.226902,0.327536	0.675900,2.067123,0.343808	0.000000,0.000000,0.000000	0.672893,2.226902,0.327536	0
14:27:47	0.672864,2.226887,0.327587	0.675943,2.067124,0.343738	0.000000,0.000000,0.000000	0.672864,2.226887,0.327587	0
14:27:47	0.672897,2.226885,0.327536	0.675937,2.067128,0.343733	0.000000,0.000000,0.000000	0.672897,2.226885,0.327536	0
14:27:48	0.672870,2.226890,0.327561	0.675911,2.067128,0.343780	0.000000,0.000000,0.000000	0.672870,2.226890,0.327561	0
14:27:48	0.672882,2.226881,0.327560	0.675915,2.067126,0.343778	0.000000,0.000000,0.000000	0.672882,2.226881,0.327560	0
14:27:48	0.672865,2.226890,0.327592	0.675908,2.067116,0.343808	0.000000,0.000000,0.000000	0.672865,2.226890,0.327592	0
14:27:48	0.672880,2.226890,0.327550	0.675941,2.067122,0.343736	0.000000,0.000000,0.000000	0.672880,2.226890,0.327550	0
14:27:48	0.672912,2.226890,0.327487	0.675907,2.067109,0.343795	0.000000,0.000000,0.000000	0.672912,2.226890,0.327487	0
14:27:48	0.672912,2.226891,0.327503	0.675936,2.067122,0.343751	0.000000,0.000000,0.000000	0.672912,2.226891,0.327503	0
14:27:48	0.672867,2.226882,0.327594	0.675906,2.067118,0.343808	0.000000,0.000000,0.000000	0.672867,2.226882,0.327594	0
14:27:48	0.672876,2.226896,0.327559	0.675907,2.067124,0.343811	0.000000,0.000000,0.000000	0.672876,2.226896,0.327559	0
14:27:48	0.672901,2.226894,0.327545	0.675903,2.067125,0.343807	0.000000,0.000000,0.000000	0.672901,2.226894,0.327545	0
14:27:48	0.672886,2.226881,0.327560	0.675906,2.067119,0.343807	0.000000,0.000000,0.000000	0.672886,2.226881,0.327560	0
14:27:49	0.672862,2.226879,0.327593	0.675944,2.067126,0.343741	0.000000,0.000000,0.000000	0.672862,2.226879,0.327593	0
14:27:49	0.672864,2.226879,0.327579	0.675910,2.067119,0.343783	0.000000,0.000000,0.000000	0.672864,2.226879,0.327579	0
14:27:49	0.672918,2.226888,0.327496	0.675934,2.067122,0.343753	0.000000,0.000000,0.000000	0.672918,2.226888,0.327496	0
14:27:49	0.672881,2.226883,0.327548	0.675905,2.067115,0.343803	0.000000,0.000000,0.000000	0.672881,2.226883,0.327548	0
14:27:49	0.672906,2.226900,0.327504	0.675913,2.067135,0.343776	0.000000,0.000000,0.000000	0.672906,2.226900,0.327504	0
14:27:49	0.672854,2.226900,0.327599	0.675944,2.067130,0.343733	0.000000,0.000000,0.000000	0.672854,2.226900,0.327599	0
14:27:49	0.672862,2.226889,0.327603	0.675892,2.067122,0.343804	0.000000,0.000000,0.000000	0.672862,2.226889,0.327603	0
14:27:49	0.672899,2.226886,0.327538	0.675945,2.067134,0.343742	0.000000,0.000000,0.000000	0.672899,2.226886,0.327538	0
14:27:49	0.672902,2.226876,0.327539	0.675944,2.067130,0.343733	0.000000,0.000000,0.000000	0.672902,2.226876,0.327539	0
14:27:49	0.672919,2.226884,0.327484	0.675916,2.067109,0.343765	0.000000,0.000000,0.000000	0.672919,2.226884,0.327484	0
14:27:50	0.672883,2.226882,0.327553	0.675942,2.067114,0.343756	0.000000,0.000000,0.000000	0.672883,2.226882,0.327553	0
14:27:50	0.672866,2.226892,0.327593	0.675948,2.067133,0.343741	0.000000,0.000000,0.000000	0.672866,2.226892,0.327593	0
14:27:50	0.672910,2.226893,0.327502	0.675937,2.067126,0.343770	0.000000,0.000000,0.000000	0.672910,2.226893,0.327502	0
14:27:50	0.672876,2.226889,0.327549	0.675938,2.067120,0.343768	0.000000,0.000000,0.000000	0.672876,2.226889,0.327549	0
14:27:50	0.672879,2.226878,0.327546	0.675939,2.067119,0.343755	0.000000,0.000000,0.000000	0.672879,2.226878,0.327546	0
14:27:50	0.672912,2.226912,0.327419	0.675942,2.067127,0.343734	0.000000,0.000000,0.000000	0.672912,2.226912,0.327419	0
14:27:50	0.672907,2.226904,0.327510	0.675943,2.067135,0.343742	0.000000,0.000000,0.000000	0.672907,2.226904,0.327510	0
14:27:50	0.672913,2.226890,0.327495	0.675905,2.067124,0.343812	0.000000,0.000000,0.000000	0.672913,2.226890,0.327495	0
14:27:50	0.672907,2.226885,0.327496	0.675910,2.067125,0.343807	0.000000,0.000000,0.000000	0.672907,2.226885,0.327496	0
14:27:50	0.672914,2.226890,0.327500	0.675926,2.067121,0.343759	0.000000,0.000000,0.000000	0.672914,2.226890,0.327500	0
14:27:51	0.672907,2.226894,0.327501	0.675939,2.067120,0.343759	0.000000,0.000000,0.000000	0.672907,2.226894,0.327501	0
14:27:51	0.672866,2.226883,0.327590	0.675911,2.067122,0.343784	0.000000,0.000000,0.000000	0.672866,2.226883,0.327590	0
14:27:51	0.672867,2.226875,0.327592	0.675941,2.067124,0.343737	0.000000,0.000000,0.000000	0.672867,2.226875,0.327592	0
