# Flight Log 
# 25 08 17 - 18:28:19
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
18:28:19	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
18:28:19	2.033753,3.844866,0.608901	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033753,3.844866,0.608901	0
18:28:19	2.033747,3.844899,0.608898	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033747,3.844899,0.608898	0
18:28:19	2.033749,3.844893,0.608898	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033749,3.844893,0.608898	0
18:28:19	2.033746,3.844869,0.608905	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033746,3.844869,0.608905	0
18:28:19	2.033752,3.844897,0.608892	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033752,3.844897,0.608892	0
18:28:19	2.033755,3.844877,0.608904	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033755,3.844877,0.608904	0
18:28:19	2.033753,3.844897,0.608888	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033753,3.844897,0.608888	0
18:28:19	2.033757,3.844892,0.608891	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033757,3.844892,0.608891	0
18:28:20	2.033755,3.844896,0.608900	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033755,3.844896,0.608900	0
18:28:20	2.033774,3.844919,0.608886	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033774,3.844919,0.608886	0
18:28:20	2.033753,3.844894,0.608895	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033753,3.844894,0.608895	0
18:28:20	2.033753,3.844900,0.608893	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033753,3.844900,0.608893	0
18:28:20	2.033761,3.844896,0.608897	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033761,3.844896,0.608897	0
18:28:20	2.033746,3.844873,0.608912	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033746,3.844873,0.608912	0
18:28:20	2.033781,3.844910,0.608882	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033781,3.844910,0.608882	0
18:28:20	2.033772,3.844886,0.608893	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033772,3.844886,0.608893	0
18:28:20	2.033753,3.844900,0.608899	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033753,3.844900,0.608899	0
18:28:20	2.033750,3.844873,0.608904	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033750,3.844873,0.608904	0
18:28:21	2.033751,3.844869,0.608896	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033751,3.844869,0.608896	0
18:28:21	2.033755,3.844899,0.608891	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033755,3.844899,0.608891	0
18:28:21	2.033751,3.844864,0.608900	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033751,3.844864,0.608900	0
18:28:21	2.033755,3.844868,0.608895	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033755,3.844868,0.608895	0
18:28:21	2.033751,3.844878,0.608905	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033751,3.844878,0.608905	0
18:28:21	2.033752,3.844898,0.608901	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033752,3.844898,0.608901	0
18:28:21	2.033754,3.844900,0.608895	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033754,3.844900,0.608895	0
18:28:21	2.033759,3.844900,0.608890	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033759,3.844900,0.608890	0
18:28:21	2.033754,3.844896,0.608887	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033754,3.844896,0.608887	0
18:28:21	2.033753,3.844871,0.608902	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033753,3.844871,0.608902	0
18:28:22	2.033751,3.844894,0.608898	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033751,3.844894,0.608898	0
18:28:22	2.033782,3.844912,0.608883	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033782,3.844912,0.608883	0
18:28:22	2.033754,3.844870,0.608898	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033754,3.844870,0.608898	0
18:28:22	2.033756,3.844899,0.608896	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033756,3.844899,0.608896	0
18:28:22	2.033752,3.844892,0.608896	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033752,3.844892,0.608896	0
18:28:22	2.033762,3.844894,0.608899	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033762,3.844894,0.608899	0
18:28:22	2.033775,3.844908,0.608887	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033775,3.844908,0.608887	0
18:28:22	2.033779,3.844912,0.608887	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033779,3.844912,0.608887	0
18:28:22	2.033750,3.844894,0.608898	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033750,3.844894,0.608898	0
18:28:22	2.033763,3.844894,0.608890	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033763,3.844894,0.608890	0
18:28:23	2.033765,3.844892,0.608897	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033765,3.844892,0.608897	0
18:28:23	2.033767,3.844917,0.608889	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033767,3.844917,0.608889	0
18:28:23	2.033775,3.844886,0.608901	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033775,3.844886,0.608901	0
18:28:23	2.033768,3.844884,0.608899	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033768,3.844884,0.608899	0
18:28:23	2.033756,3.844893,0.608893	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033756,3.844893,0.608893	0
18:28:23	2.033768,3.844886,0.608904	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033768,3.844886,0.608904	0
18:28:23	2.033753,3.844896,0.608879	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033753,3.844896,0.608879	0
18:28:23	2.033770,3.844910,0.608891	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033770,3.844910,0.608891	0
18:28:23	2.033769,3.844889,0.608902	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033769,3.844889,0.608902	0
18:28:23	2.033753,3.844899,0.608896	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033753,3.844899,0.608896	0
18:28:24	2.033767,3.844883,0.608894	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033767,3.844883,0.608894	0
18:28:24	2.033778,3.844912,0.608890	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033778,3.844912,0.608890	0
18:28:24	2.033780,3.844925,0.608838	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033780,3.844925,0.608838	0
18:28:24	2.033774,3.844930,0.608838	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	2.033774,3.844930,0.608838	0
