# Flight Log 
# 25 08 17 - 18:34:05
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
18:34:05	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
18:34:05	0.672545,2.226639,0.327408	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.672545,2.226639,0.327408	0
18:34:06	0.672547,2.226633,0.327402	0.675619,2.066842,0.343830	0.000000,0.000000,0.000000	0.672547,2.226633,0.327402	0
18:34:06	0.672554,2.226634,0.327406	0.675622,2.066845,0.343839	0.000000,0.000000,0.000000	0.672554,2.226634,0.327406	0
18:34:06	0.672554,2.226632,0.327409	0.675606,2.066836,0.343834	0.000000,0.000000,0.000000	0.672554,2.226632,0.327409	0
18:34:06	0.672550,2.226643,0.327408	0.675615,2.066846,0.343837	0.000000,0.000000,0.000000	0.672550,2.226643,0.327408	0
18:34:06	0.672509,2.226335,0.327125	0.675616,2.066844,0.343834	0.000000,0.000000,0.000000	0.672509,2.226335,0.327125	0
18:34:06	0.672488,2.226585,0.327326	0.675658,2.066886,0.343904	0.000000,0.000000,0.000000	0.672488,2.226585,0.327326	0
18:34:06	0.672526,2.226555,0.327411	0.675658,2.066886,0.343893	0.000000,0.000000,0.000000	0.672526,2.226555,0.327411	0
18:34:06	0.672547,2.226644,0.327404	0.675664,2.066879,0.343896	0.000000,0.000000,0.000000	0.672547,2.226644,0.327404	0
18:34:06	0.672539,2.226637,0.327408	0.675638,2.066784,0.343890	0.000000,0.000000,0.000000	0.672539,2.226637,0.327408	0
18:34:06	0.672506,2.226547,0.327401	0.675613,2.066839,0.343836	0.000000,0.000000,0.000000	0.672506,2.226547,0.327401	0
18:34:07	0.672541,2.226636,0.327408	0.675591,2.066754,0.343834	0.000000,0.000000,0.000000	0.672541,2.226636,0.327408	0
18:34:07	0.672539,2.226642,0.327414	0.675669,2.066885,0.343898	0.000000,0.000000,0.000000	0.672539,2.226642,0.327414	0
18:34:07	0.672547,2.226645,0.327405	0.675613,2.066847,0.343833	0.000000,0.000000,0.000000	0.672547,2.226645,0.327405	0
18:34:07	0.672542,2.226646,0.327405	0.675612,2.066841,0.343829	0.000000,0.000000,0.000000	0.672542,2.226646,0.327405	0
18:34:07	0.672545,2.226635,0.327392	0.675596,2.066753,0.343828	0.000000,0.000000,0.000000	0.672545,2.226635,0.327392	0
18:34:07	0.672551,2.226644,0.327406	0.675641,2.066792,0.343902	0.000000,0.000000,0.000000	0.672551,2.226644,0.327406	0
18:34:07	0.672542,2.226637,0.327408	0.675666,2.066876,0.343894	0.000000,0.000000,0.000000	0.672542,2.226637,0.327408	0
18:34:07	0.672542,2.226638,0.327403	0.675664,2.066871,0.343893	0.000000,0.000000,0.000000	0.672542,2.226638,0.327403	0
18:34:07	0.672493,2.226602,0.327321	0.675663,2.066873,0.343898	0.000000,0.000000,0.000000	0.672493,2.226602,0.327321	0
18:34:07	0.672467,2.226498,0.327313	0.675640,2.066792,0.343894	0.000000,0.000000,0.000000	0.672467,2.226498,0.327313	0
18:34:08	0.672546,2.226646,0.327413	0.675669,2.066883,0.343895	0.000000,0.000000,0.000000	0.672546,2.226646,0.327413	0
