# Flight Log 
# 25 08 17 - 19:30:08
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
19:30:08	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
19:30:08	0.951968,4.225965,0.389504	0.000000,0.000000,0.000000	-0.217947,0.146096,10.255474	0.951968,4.225965,0.389504	0
19:30:08	0.952295,4.226104,0.389561	1.044029,4.403311,0.374165	-0.217947,0.148491,10.253079	0.952295,4.226104,0.389561	3.8850440979
19:30:08	0.952307,4.226088,0.389557	1.044827,4.402878,0.373220	-0.208367,0.141306,10.255474	0.952307,4.226088,0.389557	3.87976527214
19:30:08	0.952270,4.226203,0.389522	1.044668,4.403017,0.373722	-0.213157,0.150886,10.248289	0.952270,4.226203,0.389522	3.8850440979
19:30:08	0.951963,4.225962,0.389502	1.044615,4.403011,0.374067	-0.215552,0.143701,10.257869	0.951963,4.225962,0.389502	3.8850440979
19:30:08	0.952285,4.226202,0.389514	1.045580,4.402932,0.374131	-0.217947,0.143701,10.250684	0.952285,4.226202,0.389514	3.8850440979
19:30:09	0.952294,4.226092,0.389550	1.044423,4.403126,0.373445	-0.215552,0.141306,10.253079	0.952294,4.226092,0.389550	3.8850440979
19:30:09	0.952292,4.226094,0.389567	1.045782,4.402716,0.374131	-0.213157,0.148491,10.250684	0.952292,4.226094,0.389567	3.8850440979
19:30:09	0.952265,4.226205,0.389519	1.044249,4.403177,0.373776	-0.215552,0.141306,10.248289	0.952265,4.226205,0.389519	3.8850440979
19:30:09	0.951856,4.226016,0.389636	1.045782,4.402736,0.374386	-0.213157,0.150886,10.243499	0.951856,4.226016,0.389636	3.8850440979
19:30:09	0.951825,4.225957,0.389717	1.045586,4.402931,0.373942	-0.210762,0.155676,10.248289	0.951825,4.225957,0.389717	3.8850440979
19:30:09	0.951966,4.225964,0.389497	1.044199,4.403271,0.374096	-0.215552,0.143701,10.255474	0.951966,4.225964,0.389497	3.8850440979
19:30:09	0.951965,4.225965,0.389498	1.045535,4.402878,0.374951	-0.215552,0.143701,10.255474	0.951965,4.225965,0.389498	3.87976527214
19:30:09	0.952263,4.226200,0.389518	1.044479,4.403065,0.373627	-0.217947,0.148491,10.250684	0.952263,4.226200,0.389518	3.8850440979
19:30:09	0.951968,4.225928,0.389522	1.045774,4.402726,0.374202	-0.220342,0.141306,10.243499	0.951968,4.225928,0.389522	3.8850440979
19:30:09	0.951958,4.225964,0.389509	1.043948,4.403393,0.373978	-0.217947,0.141306,10.250684	0.951958,4.225964,0.389509	3.87976527214
