# Flight Log 
# 25 08 17 - 19:28:54
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
19:28:54	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
19:28:54	0.953369,4.177029,0.391355	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:55	0.953369,4.177029,0.391355	0.999915,3.983103,0.421433	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:55	0.953369,4.177029,0.391355	1.000114,3.983169,0.421899	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:55	0.953369,4.177029,0.391355	1.000180,3.983190,0.422024	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:55	0.953369,4.177029,0.391355	1.000047,3.983119,0.421018	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:55	0.953369,4.177029,0.391355	0.999816,3.983072,0.421245	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:55	0.953369,4.177029,0.391355	1.000156,3.983191,0.422188	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:55	0.953369,4.177029,0.391355	0.999804,3.983078,0.421482	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:55	0.953369,4.177029,0.391355	1.000199,3.983191,0.421927	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:55	0.953369,4.177029,0.391355	0.999994,3.983128,0.421577	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:55	0.953369,4.177029,0.391355	0.999915,3.983104,0.421453	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:56	0.953369,4.177029,0.391355	1.000161,3.983157,0.421291	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:56	0.953369,4.177029,0.391355	1.000098,3.983169,0.421997	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:56	0.953369,4.177029,0.391355	0.999798,3.983075,0.421440	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:56	0.953369,4.177029,0.391355	1.000302,3.983220,0.422052	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:56	0.953369,4.177029,0.391355	0.999773,3.983081,0.421746	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:56	0.953369,4.177029,0.391355	1.000218,3.983179,0.421509	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:56	0.953369,4.177029,0.391355	1.000123,3.983184,0.422228	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:56	0.953369,4.177029,0.391355	1.000365,3.983230,0.421917	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:56	0.953369,4.177029,0.391355	1.000133,3.983181,0.422086	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:56	0.953369,4.177029,0.391355	1.000067,3.983169,0.422192	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:57	0.953369,4.177029,0.391355	1.000111,3.983138,0.421123	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:57	0.953369,4.177029,0.391355	1.000222,3.983214,0.422370	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:57	0.953369,4.177029,0.391355	1.000251,3.983211,0.422123	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:57	0.953369,4.177029,0.391355	0.999831,3.983069,0.421083	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
19:28:57	0.953369,4.177029,0.391355	0.999965,3.983109,0.421284	0.000000,0.000000,0.000000	0.953369,4.177029,0.391355	0
