# Flight Log 
# 25 08 17 - 19:30:08
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
19:30:08	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
19:30:08	0.682030,0.836808,0.409890	0.000000,0.000000,0.000000	-0.079036,0.129331,10.291399	0.682030,0.836808,0.409890	0
19:30:08	0.682050,0.836777,0.409930	0.764104,0.937915,0.378241	-0.074246,0.122146,10.293794	0.682050,0.836777,0.409930	4.11202335358
19:30:08	0.682068,0.836778,0.409920	0.763927,0.937959,0.378552	-0.074246,0.129331,10.289004	0.682068,0.836778,0.409920	4.11202335358
19:30:08	0.682025,0.836826,0.409905	0.764126,0.937916,0.378196	-0.076641,0.124541,10.296189	0.682025,0.836826,0.409905	4.11202335358
19:30:08	0.682024,0.836812,0.409904	0.764125,0.937911,0.378200	-0.079036,0.129331,10.291399	0.682024,0.836812,0.409904	4.11202335358
19:30:08	0.682365,0.836740,0.409738	0.764112,0.937918,0.378234	-0.086221,0.122146,10.296189	0.682365,0.836740,0.409738	4.11202335358
19:30:09	0.682027,0.836812,0.409893	0.764121,0.937915,0.378230	-0.076641,0.122146,10.277029	0.682027,0.836812,0.409893	4.11202335358
19:30:09	0.682051,0.836802,0.409877	0.763923,0.937959,0.378514	-0.071851,0.119751,10.286609	0.682051,0.836802,0.409877	4.10674476624
19:30:09	0.682049,0.836811,0.409883	0.764104,0.937916,0.378247	-0.081431,0.119751,10.289004	0.682049,0.836811,0.409883	4.11202335358
19:30:09	0.682029,0.836814,0.409882	0.764114,0.937911,0.378228	-0.071851,0.122146,10.284214	0.682029,0.836814,0.409882	4.11202335358
19:30:09	0.682046,0.836795,0.409872	0.764117,0.937918,0.378241	-0.069456,0.126936,10.293794	0.682046,0.836795,0.409872	4.11202335358
19:30:09	0.682024,0.836817,0.409899	0.764105,0.937935,0.378149	-0.071851,0.124541,10.279424	0.682024,0.836817,0.409899	4.10674476624
19:30:09	0.682028,0.836804,0.409893	0.764097,0.937931,0.378191	-0.074246,0.122146,10.281819	0.682028,0.836804,0.409893	4.11202335358
19:30:09	0.682030,0.836807,0.409903	0.764105,0.937927,0.378171	-0.076641,0.117356,10.289004	0.682030,0.836807,0.409903	4.11202335358
19:30:09	0.682029,0.836806,0.409886	0.764121,0.937921,0.378249	-0.086221,0.119751,10.291399	0.682029,0.836806,0.409886	4.11202335358
19:30:09	0.682025,0.836809,0.409903	0.764124,0.937911,0.378224	-0.081431,0.122146,10.291399	0.682025,0.836809,0.409903	4.11202335358
19:30:10	0.682042,0.836800,0.409897	0.763937,0.937938,0.378606	-0.079036,0.126936,10.303374	0.682042,0.836800,0.409897	4.11202335358
19:30:10	0.682038,0.836814,0.409883	0.764096,0.937930,0.378190	-0.081431,0.122146,10.291399	0.682038,0.836814,0.409883	4.10674476624
19:30:10	0.682035,0.836809,0.409879	0.764115,0.937910,0.378249	-0.074246,0.117356,10.281819	0.682035,0.836809,0.409879	4.10674476624
19:30:10	0.682085,0.836777,0.409897	0.763928,0.937944,0.378642	-0.083826,0.124541,10.289004	0.682085,0.836777,0.409897	4.11202335358
19:30:10	0.682042,0.836807,0.409893	0.764121,0.937919,0.378169	-0.083826,0.122146,10.293794	0.682042,0.836807,0.409893	4.10674476624
19:30:10	0.682017,0.836810,0.410001	0.763964,0.937907,0.378743	-0.131726,0.126936,10.310559	0.682017,0.836810,0.410001	4.03284454346
19:30:10	0.682307,0.836762,0.409724	0.763949,0.937929,0.378567	-0.086221,0.131726,10.262659	0.682307,0.836762,0.409724	4.02756595612
19:30:10	0.682030,0.836809,0.409937	0.764116,0.937902,0.378189	-0.110171,0.102986,10.087822	0.682030,0.836809,0.409937	4.02228736877
19:30:10	0.682040,0.836820,0.409980	0.764111,0.937907,0.378230	-0.114961,0.064666,10.506951	0.682040,0.836820,0.409980	4.01700878143
19:30:10	0.682276,0.836796,0.409770	0.764093,0.937934,0.377944	-0.083826,0.146096,10.353669	0.682276,0.836796,0.409770	4.00645160675
19:30:11	0.682013,0.836835,0.409859	0.764080,0.937923,0.377961	-0.093406,0.091011,10.207573	0.682013,0.836835,0.409859	4.00117301941
19:30:11	0.681994,0.836769,0.409885	0.764075,0.937905,0.378083	-0.069456,0.062271,10.305769	0.681994,0.836769,0.409885	3.99061584473
19:30:11	0.681890,0.836603,0.409914	0.764008,0.937972,0.378541	0.004790,0.079036,10.324929	0.681890,0.836603,0.409914	3.98533725739
19:30:11	0.681945,0.836432,0.409732	0.764068,0.938042,0.378454	-0.035925,0.198787,10.289004	0.681945,0.836432,0.409732	3.9747800827
19:30:11	0.681865,0.836282,0.409742	0.764159,0.938209,0.378664	-0.110171,-0.136516,10.241104	0.681865,0.836282,0.409742	3.96950149536
19:30:11	0.681804,0.836124,0.409702	0.764300,0.938242,0.378367	-0.160466,0.196392,10.298584	0.681804,0.836124,0.409702	3.95894432068
19:30:11	0.681769,0.836038,0.409730	0.764249,0.938372,0.378667	-0.009580,0.237107,9.889036	0.681769,0.836038,0.409730	3.948387146
19:30:11	0.682230,0.836536,0.409803	0.764207,0.938360,0.378709	0.074246,0.311353,10.442285	0.682230,0.836536,0.409803	3.94310855865
19:30:11	0.682820,0.837650,0.410044	0.763777,0.937608,0.377996	-0.136516,0.158071,10.396780	0.682820,0.837650,0.410044	3.93255138397
19:30:11	0.683134,0.837843,0.410004	0.763699,0.937492,0.377989	0.035925,0.107776,10.128538	0.683134,0.837843,0.410004	3.92727279663
19:30:12	0.683206,0.837469,0.410106	0.763363,0.937315,0.378035	-0.191602,0.285007,10.212363	0.683206,0.837469,0.410106	3.91671562195
