# Flight Log 
# 25 08 17 - 19:20:25
Time		X,Y,Z				goalX,goalY,goalZ		ddx,ddy,ddz			angularx,angulary,angularz	battery
19:20:25	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0.000000,0.000000,0.000000	0
19:20:25	0.951967,4.217484,0.389639	0.000000,0.000000,0.000000	-0.222737,0.122146,10.226733	0.951967,4.217484,0.389639	0
19:20:25	0.951981,4.217474,0.389638	0.755294,4.246009,0.424479	-0.222737,0.122146,10.217153	0.951981,4.217474,0.389638	3.80058646202
19:20:26	0.951944,4.217376,0.389589	0.754825,4.246501,0.424555	-0.217947,0.122146,10.209968	0.951944,4.217376,0.389589	3.80058646202
19:20:26	0.951939,4.217390,0.389587	0.754886,4.246626,0.424777	-0.215552,0.131726,10.224338	0.951939,4.217390,0.389587	3.80058646202
19:20:26	0.951950,4.217516,0.389571	0.754894,4.246633,0.424818	-0.220342,0.124541,10.219548	0.951950,4.217516,0.389571	3.80058646202
19:20:26	0.951960,4.217529,0.389713	0.754853,4.246439,0.424709	-0.225132,0.124541,10.224338	0.951960,4.217529,0.389713	3.80058646202
19:20:26	0.951981,4.217448,0.389710	0.754827,4.246427,0.424858	-0.217947,0.126936,10.217153	0.951981,4.217448,0.389710	3.80058646202
19:20:26	0.951932,4.217371,0.389585	0.754873,4.246617,0.424908	-0.217947,0.126936,10.217153	0.951932,4.217371,0.389585	3.80058646202
19:20:26	0.951923,4.217444,0.389570	0.754814,4.246137,0.425324	-0.227527,0.122146,10.219548	0.951923,4.217444,0.389570	3.80058646202
19:20:26	0.951972,4.217471,0.389639	0.754853,4.246234,0.425084	-0.213157,0.117356,10.212363	0.951972,4.217471,0.389639	3.80058646202
19:20:26	0.951930,4.217477,0.389542	0.754772,4.246365,0.424755	-0.213157,0.117356,10.212363	0.951930,4.217477,0.389542	3.80058646202
19:20:26	0.951950,4.217492,0.389672	0.754650,4.245181,0.424192	-0.220342,0.119751,10.214758	0.951950,4.217492,0.389672	3.80058646202
19:20:27	0.951968,4.217490,0.389635	0.754651,4.245179,0.424220	-0.225132,0.122146,10.221943	0.951968,4.217490,0.389635	3.80058646202
19:20:27	0.951935,4.217430,0.389555	0.754600,4.245177,0.423817	-0.222737,0.124541,10.214758	0.951935,4.217430,0.389555	3.80058646202
19:20:27	0.952064,4.217504,0.389685	0.754600,4.244923,0.423966	-0.222737,0.119751,10.219548	0.952064,4.217504,0.389685	3.80058646202
19:20:27	0.951975,4.217480,0.389632	0.754709,4.244810,0.424078	-0.213157,0.126936,10.219548	0.951975,4.217480,0.389632	3.80058646202
19:20:27	0.952021,4.217621,0.389705	0.754605,4.245057,0.423935	-0.227527,0.122146,10.229128	0.952021,4.217621,0.389705	3.80058646202
19:20:27	0.951958,4.217581,0.389689	0.754638,4.245152,0.424068	-0.217947,0.122146,10.219548	0.951958,4.217581,0.389689	3.80058646202
19:20:27	0.951947,4.217524,0.389579	0.754674,4.244999,0.424470	-0.217947,0.126936,10.219548	0.951947,4.217524,0.389579	3.80058646202
19:20:27	0.952036,4.217525,0.389753	0.754703,4.245217,0.424657	-0.225132,0.122146,10.217153	0.952036,4.217525,0.389753	3.80058646202
19:20:27	0.952111,4.217447,0.389507	0.754725,4.245230,0.424378	-0.225132,0.124541,10.221943	0.952111,4.217447,0.389507	3.72668623924
19:20:27	0.952080,4.217448,0.389455	0.754688,4.245169,0.424615	-0.249082,0.026345,10.231523	0.952080,4.217448,0.389455	3.72668623924
19:20:28	0.951959,4.217544,0.389672	0.754662,4.245751,0.423109	-0.217947,0.074246,10.195598	0.951959,4.217544,0.389672	3.71085047722
19:20:28	0.951919,4.217431,0.389650	0.754871,4.246726,0.424918	-0.179626,0.057480,10.178833	0.951919,4.217431,0.389650	3.70557188988
19:20:28	0.952039,4.217484,0.389423	0.754850,4.246449,0.424940	-0.205972,0.064666,10.152488	0.952039,4.217484,0.389423	3.70557188988
